ageGyr,logL/Lsun,logR/Rsun,L/Lsun,R/Rsun,logTeff,Teff,logTcore,logrho_core,logPcore,Xcore,Ycore,Zcore
1.75683780E+00,-9.37509442E-02,-3.62886739E-02,0.805840435781205,0.91983795569512,3.75633391E+00,5706.02815176502,7.14875423E+00,1.99690640E+00,1.72347271E+01,5.83042240E-01,3.97809810E-01,1.91162117E-02
1.78342862E+00,-9.29425573E-02,-3.59935082E-02,0.807341807627615,0.920463330664322,3.75638843E+00,5706.74451403861,7.14910916E+00,1.99832369E+00,1.72357743E+01,5.81050050E-01,3.99796891E-01,1.91216058E-02
1.80999813E+00,-9.21332439E-02,-3.56969015E-02,0.808847702248964,0.92109218701237,3.75644245E+00,5707.45439529428,7.14946494E+00,1.99974395E+00,1.72368241E+01,5.79057789E-01,4.01784035E-01,1.91270050E-02
1.83654626E+00,-9.13234379E-02,-3.54003219E-02,0.810357324890886,0.921721415476735,3.75649661E+00,5708.16620494956,7.14982139E+00,2.00116715E+00,1.72378763E+01,5.77065461E-01,4.03771240E-01,1.91324090E-02
1.86307296E+00,-9.05130607E-02,-3.51036462E-02,0.811870832874054,0.922351277884244,3.75655087E+00,5708.87941789665,7.15017863E+00,2.00259331E+00,1.72389310E+01,5.75073068E-01,4.05758502E-01,1.91378181E-02
1.88957818E+00,-8.97020777E-02,-3.48067434E-02,0.813388302242293,0.922982053353964,3.75660516E+00,5709.59311436161,7.15053663E+00,2.00402254E+00,1.72399882E+01,5.73080614E-01,4.07745820E-01,1.91432321E-02
1.91606186E+00,-8.88905565E-02,-3.45099773E-02,0.814909617792682,0.923612969477374,3.75665966E+00,5710.30966122829,7.15089537E+00,2.00545483E+00,1.72410481E+01,5.71088100E-01,4.09733191E-01,1.91486510E-02
1.94252397E+00,-8.80783410E-02,-3.42123416E-02,0.816435083947112,0.92424616751365,3.75671390E+00,5711.0228789895,7.15125489E+00,2.00689008E+00,1.72421104E+01,5.69095526E-01,4.11720616E-01,1.91540747E-02
1.96896442E+00,-8.72656893E-02,-3.39144568E-02,0.81796422724333,0.924880330136345,3.75676812E+00,5711.73592279645,7.15161517E+00,2.00832840E+00,1.72431753E+01,5.67102896E-01,4.13708090E-01,1.91595034E-02
1.99538319E+00,-8.64523876E-02,-3.36162084E-02,0.819497461075539,0.925515702743504,3.75682232E+00,5712.44879256175,7.15197619E+00,2.00976977E+00,1.72442428E+01,5.65110211E-01,4.15695612E-01,1.91649369E-02
2.02178020E+00,-8.56384776E-02,-3.33175687E-02,0.821034718871126,0.926152346302102,3.75687648E+00,5713.1612250972,7.15233799E+00,2.01121418E+00,1.72453128E+01,5.63117476E-01,4.17683179E-01,1.91703752E-02
2.04815541E+00,-8.48240286E-02,-3.30186140E-02,0.822575881231117,0.926790100008818,3.75693061E+00,5713.87335178384,7.15270051E+00,2.01266168E+00,1.72463854E+01,5.61124692E-01,4.19670788E-01,1.91758183E-02
2.07450878E+00,-8.40089231E-02,-3.27192848E-02,0.824121182282852,0.927429092614882,3.75698472E+00,5714.58530406834,7.15306383E+00,2.01411219E+00,1.72474606E+01,5.59131859E-01,4.21658439E-01,1.91812662E-02
2.10084023E+00,-8.31926918E-02,-3.24198195E-02,0.825671526700419,0.928068816626097,3.75703905E+00,5715.30024025414,7.15342797E+00,2.01556584E+00,1.72485384E+01,5.57138981E-01,4.23646129E-01,1.91867189E-02
2.12714970E+00,-8.23759499E-02,-3.21187484E-02,0.827225760209006,0.928712415807084,3.75709270E+00,5716.00631599481,7.15379286E+00,2.01702257E+00,1.72496188E+01,5.55146060E-01,4.25633856E-01,1.91921762E-02
2.15343712E+00,-8.15586312E-02,-3.18176152E-02,0.828784020119932,0.929356594201817,3.75714646E+00,5716.71392691907,7.15415848E+00,2.01848226E+00,1.72507016E+01,5.53153098E-01,4.27621618E-01,1.91976383E-02
2.17970245E+00,-8.07407966E-02,-3.15156379E-02,0.830346201723529,0.930003026978317,3.75719993E+00,5717.41780763659,7.15452488E+00,2.01994511E+00,1.72517871E+01,5.51160099E-01,4.29609411E-01,1.92031050E-02
2.20594562E+00,-7.99228543E-02,-3.12117944E-02,0.831911534200075,0.930653908483916,3.75725250E+00,5718.10992521721,7.15489205E+00,2.02141116E+00,1.72528753E+01,5.49167063E-01,4.31597233E-01,1.92085764E-02
2.23216658E+00,-7.91041397E-02,-3.09077216E-02,0.833481299740393,0.931305737235402,3.75730514E+00,5718.80304834366,7.15525997E+00,2.02288029E+00,1.72539660E+01,5.47173994E-01,4.33585084E-01,1.92140525E-02
2.25836527E+00,-7.82847307E-02,-3.06031396E-02,0.835055362512614,0.931959115226234,3.75735770E+00,5719.49520191727,7.15562866E+00,2.02435253E+00,1.72550593E+01,5.45180894E-01,4.35572958E-01,1.92195331E-02
2.28454165E+00,-7.74646843E-02,-3.02981659E-02,0.83663362586462,0.932613792753803,3.75741022E+00,5720.18691241435,7.15599812E+00,2.02582788E+00,1.72561552E+01,5.43187765E-01,4.37560856E-01,1.92250183E-02
2.31069563E+00,-7.66439859E-02,-2.99928255E-02,0.838216130551597,0.933269718189028,3.75746273E+00,5720.87857483816,7.15636836E+00,2.02730637E+00,1.72572538E+01,5.41194610E-01,4.39548774E-01,1.92305080E-02
2.33682717E+00,-7.58226934E-02,-2.96871403E-02,0.839802777389932,0.933926846422878,3.75751521E+00,5721.56992566301,7.15673936E+00,2.02878803E+00,1.72583550E+01,5.39201430E-01,4.41536710E-01,1.92360023E-02
2.36293621E+00,-7.50007080E-02,-2.93810427E-02,0.841393769978505,0.934585324818694,3.75756766E+00,5722.26096475569,7.15711116E+00,2.03027279E+00,1.72594587E+01,5.37208229E-01,4.43524663E-01,1.92415010E-02
2.38902266E+00,-7.41779510E-02,-2.90746035E-02,0.842989274392793,0.935245003112951,3.75762013E+00,5722.95235086232,7.15748376E+00,2.03176072E+00,1.72605652E+01,5.35215008E-01,4.45512628E-01,1.92470042E-02
2.41508646E+00,-7.33541790E-02,-2.87666355E-02,0.844589778212717,0.935908441613703,3.75767209E+00,5723.63709912864,7.15785720E+00,2.03325188E+00,1.72616744E+01,5.33221771E-01,4.47500604E-01,1.92525118E-02
2.44112754E+00,-7.25298136E-02,-2.84588548E-02,0.846194476957929,0.936571946821094,3.75772429E+00,5724.32509270281,7.15823137E+00,2.03474610E+00,1.72627861E+01,5.31228519E-01,4.49488589E-01,1.92580238E-02
2.46714584E+00,-7.17048851E-02,-2.81503219E-02,0.847803323838199,0.937237545713729,3.75777625E+00,5725.01000521698,7.15860635E+00,2.03624353E+00,1.72639005E+01,5.29235254E-01,4.51476580E-01,1.92635402E-02
2.49314128E+00,-7.08792411E-02,-2.78415861E-02,0.849416628988357,0.937904055814828,3.75782829E+00,5725.69605439266,7.15898216E+00,2.03774415E+00,1.72650176E+01,5.27241982E-01,4.53464574E-01,1.92690610E-02
2.51911378E+00,-7.00528815E-02,-2.75324874E-02,0.851034406409009,0.938571824177968,3.75788034E+00,5726.38231763499,7.15935875E+00,2.03924800E+00,1.72661374E+01,5.25248703E-01,4.55452568E-01,1.92745860E-02
2.54506328E+00,-6.92258492E-02,-2.72230076E-02,0.852656585728142,0.939240892176203,3.75793235E+00,5727.06813564809,7.15973615E+00,2.04075506E+00,1.72672598E+01,5.23255420E-01,4.57440561E-01,1.92801153E-02
2.57098972E+00,-6.83981443E-02,-2.69131381E-02,0.854283180169764,0.93991128052298,3.75798434E+00,5727.75377202512,7.16011435E+00,2.04226533E+00,1.72683850E+01,5.21262135E-01,4.59428549E-01,1.92856489E-02
2.59689301E+00,-6.75697972E-02,-2.66028932E-02,0.855914143286811,0.940582960393694,3.75803631E+00,5728.43922668117,7.16049334E+00,2.04377884E+00,1.72695128E+01,5.19268852E-01,4.61416531E-01,1.92911867E-02
2.62277309E+00,-6.67407605E-02,-2.62922281E-02,0.857549581842996,0.941256030968923,3.75808824E+00,5729.12423569543,7.16087316E+00,2.04529554E+00,1.72706434E+01,5.17275572E-01,4.63404503E-01,1.92967286E-02
2.64862988E+00,-6.59110438E-02,-2.59811438E-02,0.859189490596208,0.941930492377883,3.75814012E+00,5729.80866695469,7.16125377E+00,2.04681549E+00,1.72717766E+01,5.15282298E-01,4.65392464E-01,1.93022747E-02
2.67446331E+00,-6.50807217E-02,-2.56690629E-02,0.860833735367333,0.94260760012757,3.75819166E+00,5730.48869369909,7.16163520E+00,2.04833870E+00,1.72729126E+01,5.13289034E-01,4.67380409E-01,1.93078249E-02
2.70027331E+00,-6.42497039E-02,-2.53561234E-02,0.862482508373079,0.943287059493151,3.75824295E+00,5731.16550202559,7.16201747E+00,2.04986525E+00,1.72740514E+01,5.11295781E-01,4.69368338E-01,1.93133791E-02
2.72605980E+00,-6.34179491E-02,-2.50414677E-02,0.864135905750424,0.943970738911616,3.75829356E+00,5731.83341561733,7.16240050E+00,2.05139504E+00,1.72751929E+01,5.09302541E-01,4.71356249E-01,1.93189374E-02
2.75182272E+00,-6.25855854E-02,-2.47266535E-02,0.865793686605879,0.944655258611093,3.75834424E+00,5732.50233101828,7.16278434E+00,2.05292788E+00,1.72763368E+01,5.07309316E-01,4.73344138E-01,1.93244997E-02
2.77756198E+00,-6.17524796E-02,-2.44116097E-02,0.867456130054361,0.945340774466055,3.75839500E+00,5733.17238057215,7.16316903E+00,2.05446403E+00,1.72774836E+01,5.05316114E-01,4.75332000E-01,1.93300660E-02
2.80327748E+00,-6.09186767E-02,-2.40962366E-02,0.869123160680193,0.946027505101848,3.75844576E+00,5733.84250844547,7.16355454E+00,2.05600351E+00,1.72786331E+01,5.03322934E-01,4.77319834E-01,1.93356362E-02
2.82896918E+00,-6.00842621E-02,-2.37805149E-02,0.870794621421782,0.946715494514659,3.75849650E+00,5734.51245056333,7.16394084E+00,2.05754633E+00,1.72797854E+01,5.01329779E-01,4.79307638E-01,1.93412102E-02
2.85463699E+00,-5.92491207E-02,-2.34643682E-02,0.872470756740696,0.947404911389888,3.75854722E+00,5735.18220684231,7.16432800E+00,2.05909239E+00,1.72809404E+01,4.99336650E-01,4.81295410E-01,1.93467882E-02
2.88028082E+00,-5.84132791E-02,-2.31477978E-02,0.874151527709511,0.948095755278864,3.75859789E+00,5735.85138098043,7.16471596E+00,2.06064179E+00,1.72820982E+01,4.97343553E-01,4.83283145E-01,1.93523699E-02
2.90590060E+00,-5.75767719E-02,-2.28308055E-02,0.875836878906073,0.948788024638238,3.75864852E+00,5736.52010484392,7.16510474E+00,2.06219450E+00,1.72832587E+01,4.95350490E-01,4.85270842E-01,1.93579554E-02
2.93149626E+00,-5.67396576E-02,-2.25128510E-02,0.877526706127984,0.949482903092699,3.75869882E+00,5737.18454725271,7.16549435E+00,2.06375056E+00,1.72844221E+01,4.93357463E-01,4.87258497E-01,1.93635446E-02
2.95706771E+00,-5.59025185E-02,-2.21928691E-02,0.879219843885577,0.950182726156591,3.75874812E+00,5737.83585475117,7.16588472E+00,2.06531004E+00,1.72855882E+01,4.91364474E-01,4.89246108E-01,1.93691375E-02
2.98261490E+00,-5.50646018E-02,-2.18725356E-02,0.880917825729253,0.950883834854707,3.75879743E+00,5738.48736832215,7.16627594E+00,2.06687277E+00,1.72867570E+01,4.89371526E-01,4.91233674E-01,1.93747341E-02
3.00813775E+00,-5.42254215E-02,-2.15518260E-02,0.882621654803226,0.951586284953468,3.75884687E+00,5739.140673802,7.16666807E+00,2.06843890E+00,1.72879288E+01,4.87378623E-01,4.93221191E-01,1.93803342E-02
3.03363615E+00,-5.33858109E-02,-2.12294026E-02,0.884329655537283,0.952293011878928,3.75889556E+00,5739.78414139364,7.16706096E+00,2.07000834E+00,1.72891032E+01,4.85385765E-01,4.95208656E-01,1.93859379E-02
3.05911006E+00,-5.25456293E-02,-2.09068202E-02,0.886042126446369,0.95300061258241,3.75894431E+00,5740.42847419977,7.16745467E+00,2.07158096E+00,1.72902802E+01,4.83392958E-01,4.97196067E-01,1.93915452E-02
3.08455936E+00,-5.17048134E-02,-2.05840235E-02,0.887759210088326,0.953709209670092,3.75899312E+00,5741.07367249556,7.16784922E+00,2.07315701E+00,1.72914600E+01,4.81400204E-01,4.99183418E-01,1.93971559E-02
3.10998399E+00,-5.08632397E-02,-2.02608384E-02,0.889481173363922,0.954419187189943,3.75904192E+00,5741.71881110077,7.16824466E+00,2.07473643E+00,1.72926427E+01,4.79407507E-01,5.01170708E-01,1.94027701E-02
3.13538386E+00,-5.00209697E-02,-1.99372406E-02,0.891207905550136,0.955130600882231,3.75909069E+00,5742.36362553335,7.16864094E+00,2.07631926E+00,1.72938283E+01,4.77414870E-01,5.03157934E-01,1.94083876E-02
3.16075888E+00,-4.91780610E-02,-1.96131242E-02,0.892939303017477,0.955843686246537,3.75913936E+00,5743.00719000435,7.16903807E+00,2.07790548E+00,1.72950166E+01,4.75422295E-01,5.05145093E-01,1.94140085E-02
3.18610897E+00,-4.83346230E-02,-1.92882065E-02,0.894675154555773,0.956559068897692,3.75918776E+00,5743.64725578664,7.16943605E+00,2.07949511E+00,1.72962078E+01,4.73429785E-01,5.07132182E-01,1.94196328E-02
3.21143406E+00,-4.74905624E-02,-1.89629923E-02,0.896415665636931,0.957275640510737,3.75923617E+00,5744.28752517221,7.16983485E+00,2.08108816E+00,1.72974018E+01,4.71437343E-01,5.09119199E-01,1.94252603E-02
3.23673408E+00,-4.66458102E-02,-1.86372758E-02,0.898160993019235,0.957993856921506,3.75928450E+00,5744.92680767667,7.17023454E+00,2.08268456E+00,1.72985986E+01,4.69444971E-01,5.11106141E-01,1.94308910E-02
3.26200891E+00,-4.58003942E-02,-1.83110981E-02,0.89991109403924,0.958713630296966,3.75933276E+00,5745.5652352512,7.17063509E+00,2.08428439E+00,1.72997982E+01,4.67452673E-01,5.13093004E-01,1.94365249E-02
3.28725849E+00,-4.49543367E-02,-1.79844590E-02,0.901665937055255,0.959434963778057,3.75938096E+00,5746.20293990617,7.17103650E+00,2.08588763E+00,1.73010007E+01,4.65460453E-01,5.15079785E-01,1.94421619E-02
3.31248272E+00,-4.41070727E-02,-1.76576227E-02,0.903426711825277,0.960157275966767,3.75942936E+00,5746.84336185902,7.17143887E+00,2.08749440E+00,1.73022062E+01,4.63468312E-01,5.17066483E-01,1.94478020E-02
3.33768152E+00,-4.32596184E-02,-1.73291734E-02,0.905191321677659,0.960883700731858,3.75947699E+00,5747.47366496239,7.17184196E+00,2.08910450E+00,1.73034143E+01,4.61476253E-01,5.19053094E-01,1.94534451E-02
3.36285483E+00,-4.24114709E-02,-1.70003309E-02,0.90696082588405,0.961611545707117,3.75952461E+00,5748.10390484125,7.17224601E+00,2.09071793E+00,1.73046252E+01,4.59484280E-01,5.21039615E-01,1.94590913E-02
3.38800251E+00,-4.15626003E-02,-1.66712651E-02,0.908735302230415,0.962340436810251,3.75957229E+00,5748.73500804616,7.17265092E+00,2.09233491E+00,1.73058391E+01,4.57492398E-01,5.23026040E-01,1.94647404E-02
3.41312451E+00,-4.07131392E-02,-1.63413423E-02,0.910514488358716,0.963071780847447,3.75961970E+00,5749.36260617378,7.17305671E+00,2.09395539E+00,1.73070559E+01,4.55500609E-01,5.25012368E-01,1.94703923E-02
3.43822073E+00,-3.98632308E-02,-1.60108388E-02,0.9122980975208,0.963804969393266,3.75966692E+00,5749.98775724782,7.17346336E+00,2.09557936E+00,1.73082755E+01,4.53508916E-01,5.26998597E-01,1.94760472E-02
3.46329112E+00,-3.90128294E-02,-1.56793422E-02,0.914086238246193,0.964540921727605,3.75971378E+00,5750.60820943974,7.17387089E+00,2.09720680E+00,1.73094980E+01,4.51517320E-01,5.28984724E-01,1.94817048E-02
3.48833557E+00,-3.81617749E-02,-1.53473596E-02,0.915879261113839,0.96527851622862,3.75976055E+00,5751.22753673925,7.17427929E+00,2.09883771E+00,1.73107234E+01,4.49525826E-01,5.30970745E-01,1.94873651E-02
3.51335401E+00,-3.73100919E-02,-1.50148607E-02,0.917677129117812,0.966017823200992,3.75980722E+00,5751.84560632732,7.17468857E+00,2.10047211E+00,1.73119517E+01,4.47534437E-01,5.32956657E-01,1.94930282E-02
3.53834637E+00,-3.64578090E-02,-1.46818874E-02,0.919479796426504,0.96675875244353,3.75985380E+00,5752.46255023952,7.17509874E+00,2.10211001E+00,1.73131829E+01,4.45543156E-01,5.34942457E-01,1.94986939E-02
3.56331254E+00,-3.56049557E-02,-1.43484615E-02,0.921287214872998,0.96750125825479,3.75990030E+00,5753.0785005689,7.17550977E+00,2.10375143E+00,1.73144169E+01,4.43551986E-01,5.36928142E-01,1.95043622E-02
3.58825248E+00,-3.47514766E-02,-1.40145418E-02,0.923099516302502,0.968245435247892,3.75994671E+00,5753.69332449845,7.17592171E+00,2.10539633E+00,1.73156539E+01,4.41560930E-01,5.38913710E-01,1.95100330E-02
3.61316607E+00,-3.38970009E-02,-1.36803289E-02,0.924917505241459,0.968990838825613,3.75999323E+00,5754.30967160989,7.17633461E+00,2.10704485E+00,1.73168939E+01,4.39569992E-01,5.40899155E-01,1.95157064E-02
3.63805323E+00,-3.30421217E-02,-1.33439037E-02,0.926739935627478,0.969741756112801,3.76003873E+00,5754.91256853037,7.17674838E+00,2.10869695E+00,1.73181368E+01,4.37579176E-01,5.42884475E-01,1.95213821E-02
3.66291390E+00,-3.21871089E-02,-1.30063318E-02,0.928566242527488,0.970495817790521,3.76008370E+00,5755.50850476347,7.17716293E+00,2.11035241E+00,1.73193824E+01,4.35588481E-01,5.44869670E-01,1.95270603E-02
3.68774801E+00,-3.13314019E-02,-1.26685703E-02,0.93039763568926,0.971250889838244,3.76012875E+00,5756.10556302105,7.17757845E+00,2.11201135E+00,1.73206309E+01,4.33597914E-01,5.46854734E-01,1.95327408E-02
3.71255544E+00,-3.04749889E-02,-1.23303787E-02,0.932234156334177,0.972007511971723,3.76017375E+00,5756.70202045073,7.17799486E+00,2.11367392E+00,1.73218825E+01,4.31607480E-01,5.48839661E-01,1.95384235E-02
3.73733615E+00,-2.96179787E-02,-1.19917278E-02,0.934075586554493,0.972765752302091,3.76021868E+00,5757.29761171952,7.17841218E+00,2.11534008E+00,1.73231370E+01,4.29617181E-01,5.50824450E-01,1.95441085E-02
3.76209005E+00,-2.87604075E-02,-1.16526420E-02,0.935921863104907,0.973525559000426,3.76026353E+00,5757.89220396545,7.17883041E+00,2.11700980E+00,1.73243945E+01,4.27627019E-01,5.52809098E-01,1.95497956E-02
3.78681707E+00,-2.79023491E-02,-1.13131312E-02,0.937772840982677,0.974286912603063,3.76030829E+00,5758.48566427223,7.17924951E+00,2.11868315E+00,1.73256549E+01,4.25636998E-01,5.54793602E-01,1.95554849E-02
3.81151714E+00,-2.70436701E-02,-1.09731150E-02,0.939628822263581,0.97504999631936,3.76035295E+00,5759.07785966954,7.17966955E+00,2.12036002E+00,1.73269183E+01,4.23647121E-01,5.56777959E-01,1.95611762E-02
3.83619018E+00,-2.61843907E-02,-1.06326019E-02,0.941489778368852,0.975814794182496,3.76039752E+00,5759.66892237586,7.18009050E+00,2.12204052E+00,1.73281847E+01,4.21657392E-01,5.58762164E-01,1.95668695E-02
3.86083611E+00,-2.53245521E-02,-1.02916013E-02,0.943355634808922,0.976581288150358,3.76044197E+00,5760.25845412537,7.18051236E+00,2.12372463E+00,1.73294540E+01,4.19667814E-01,5.60746215E-01,1.95725647E-02
3.88545486E+00,-2.44643318E-02,-9.94947478E-03,0.945226019782754,0.977350917997488,3.76048597E+00,5760.8420770403,7.18093510E+00,2.12541243E+00,1.73307264E+01,4.17678391E-01,5.62730108E-01,1.95782618E-02
3.91004639E+00,-2.36034399E-02,-9.60717006E-03,0.947101577768537,0.978121555722377,3.76053004E+00,5761.42668771945,7.18135884E+00,2.12710397E+00,1.73320019E+01,4.15689125E-01,5.64713841E-01,1.95839607E-02
3.93461060E+00,-2.27417807E-02,-9.26309951E-03,0.948982533952623,0.978896781252981,3.76057342E+00,5762.00220314239,7.18178345E+00,2.12879921E+00,1.73332803E+01,4.13700020E-01,5.66697410E-01,1.95896614E-02
3.95914745E+00,-2.18798768E-02,-8.91798382E-03,0.950867761499645,0.979674978808999,3.76061633E+00,5762.57153970952,7.18220893E+00,2.13049805E+00,1.73345616E+01,4.11711078E-01,5.68680813E-01,1.95953638E-02
3.98365686E+00,-2.10174525E-02,-8.57269136E-03,0.952757875853686,0.980454194084089,3.76065929E+00,5763.14159603828,7.18263534E+00,2.13220069E+00,1.73358459E+01,4.09722306E-01,5.70664043E-01,1.96010678E-02
4.00813877E+00,-2.01543929E-02,-8.22692390E-03,0.95465314383257,0.981235102336171,3.76070218E+00,5763.71077975878,7.18306270E+00,2.13390712E+00,1.73371333E+01,4.07733706E-01,5.72647099E-01,1.96067735E-02
4.03259311E+00,-1.92907679E-02,-7.88068479E-03,0.956553427280596,0.982017699047592,3.76074496E+00,5764.27855969162,7.18349099E+00,2.13561734E+00,1.73384237E+01,4.05745283E-01,5.74629975E-01,1.96124806E-02
4.05701982E+00,-1.84265987E-02,-7.53397544E-03,0.958458694347142,0.982801984074698,3.76078765E+00,5764.84520089184,7.18392022E+00,2.13733136E+00,1.73397173E+01,4.03757038E-01,5.76612670E-01,1.96181892E-02
4.08141884E+00,-1.75619074E-02,-7.18678982E-03,0.960368910867792,0.983587974121644,3.76083023E+00,5765.41043750564,7.18435038E+00,2.13904918E+00,1.73410139E+01,4.01768976E-01,5.78595180E-01,1.96238992E-02
4.10579010E+00,-1.66968983E-02,-6.83780038E-03,0.962283638628497,0.984378681317661,3.76087199E+00,5765.96484269774,7.18478144E+00,2.14077086E+00,1.73423136E+01,3.99781099E-01,5.80577501E-01,1.96296105E-02
4.13013357E+00,-1.58316040E-02,-6.48857014E-03,0.964202817051361,0.985170570403832,3.76091370E+00,5766.51863730672,7.18521345E+00,2.14249634E+00,1.73436164E+01,3.97793412E-01,5.82559631E-01,1.96353231E-02
4.15444917E+00,-1.49656729E-02,-6.13861159E-03,0.966127239701528,0.985964749987036,3.76095520E+00,5767.06969647905,7.18564638E+00,2.14422564E+00,1.73449223E+01,3.95805918E-01,5.84541565E-01,1.96410369E-02
4.17873686E+00,-1.40992149E-02,-5.78802432E-03,0.96805667772419,0.986760998299887,3.76099652E+00,5767.61841783332,7.18608025E+00,2.14595877E+00,1.73462312E+01,3.93818620E-01,5.86523301E-01,1.96467519E-02
4.20299659E+00,-1.32321792E-02,-5.43764219E-03,0.969991259283016,0.987557423174157,3.76103809E+00,5768.17051182187,7.18651504E+00,2.14769575E+00,1.73475433E+01,3.91831522E-01,5.88504834E-01,1.96524680E-02
4.22722832E+00,-1.23643512E-02,-5.08656884E-03,0.971931480073869,0.988356063910283,3.76107951E+00,5768.72066621266,7.18695088E+00,2.14943665E+00,1.73488587E+01,3.89844628E-01,5.90486161E-01,1.96581851E-02
4.25143197E+00,-1.14959299E-02,-4.73413689E-03,0.973876912218363,0.989158444881353,3.76112040E+00,5769.2638324345,7.18738761E+00,2.15118141E+00,1.73501771E+01,3.87857941E-01,5.92467279E-01,1.96639032E-02
4.27560752E+00,-1.06271103E-02,-4.38154961E-03,0.975827133317871,0.989961831322729,3.76116131E+00,5769.80731550875,7.18782525E+00,2.15292986E+00,1.73514985E+01,3.85871464E-01,5.94448185E-01,1.96696221E-02
4.29975491E+00,-9.75781463E-03,-4.02865897E-03,0.977782331636652,0.99076656233034,3.76120219E+00,5770.35045117915,7.18826387E+00,2.15468226E+00,1.73528232E+01,3.83885203E-01,5.96428873E-01,1.96753419E-02
4.32387411E+00,-8.88809187E-03,-3.67378247E-03,0.979742410942103,0.991576481580287,3.76124218E+00,5770.88181169269,7.18870346E+00,2.15643863E+00,1.73541511E+01,3.81899162E-01,5.98409339E-01,1.96810625E-02
4.34796507E+00,-8.01831105E-03,-3.31793874E-03,0.98170655069876,0.992389273089568,3.76128170E+00,5771.40697522982,7.18914397E+00,2.15819901E+00,1.73554822E+01,3.79913343E-01,6.00389581E-01,1.96867838E-02
4.37202779E+00,-7.14792303E-03,-2.96146232E-03,0.983676003372559,0.993204177762191,3.76132106E+00,5771.93006010004,7.18958541E+00,2.15996330E+00,1.73568166E+01,3.77927750E-01,6.02369596E-01,1.96925057E-02
4.39606224E+00,-6.27712198E-03,-2.60435552E-03,0.985650344457233,0.994021194421538,3.76136021E+00,5772.45040115154,7.19002777E+00,2.16173156E+00,1.73581541E+01,3.75942385E-01,6.04349381E-01,1.96982282E-02
4.42006842E+00,-5.40577240E-03,-2.24668985E-03,0.987629895664203,0.994840163369461,3.76139921E+00,5772.9687951988,7.19047111E+00,2.16350369E+00,1.73594949E+01,3.73957252E-01,6.06328932E-01,1.97039512E-02
4.44404628E+00,-4.53390664E-03,-1.88849750E-03,0.989614598747808,0.995661014524473,3.76143808E+00,5773.48550758769,7.19091540E+00,2.16527982E+00,1.73608389E+01,3.71972357E-01,6.08308244E-01,1.97096746E-02
4.46799581E+00,-3.66156194E-03,-1.52970290E-03,0.991604383755273,0.996483924825876,3.76147677E+00,5773.99987310198,7.19136065E+00,2.16705993E+00,1.73621862E+01,3.69987702E-01,6.10287313E-01,1.97153985E-02
4.49191700E+00,-2.78872601E-03,-1.17037794E-03,0.993599293415375,0.997308733171442,3.76151532E+00,5774.51242295845,7.19180685E+00,2.16884405E+00,1.73635368E+01,3.68003292E-01,6.12266138E-01,1.97211226E-02
4.51580985E+00,-1.91552127E-03,-8.10561441E-04,0.995599061913352,0.998135353925582,3.76155371E+00,5775.02289071578,7.19225397E+00,2.17063224E+00,1.73648907E+01,3.66019129E-01,6.14244713E-01,1.97268470E-02
4.53967437E+00,-1.04183167E-03,-4.49577332E-04,0.99760396900295,0.998965345561582,3.76159164E+00,5775.52728621951,7.19270209E+00,2.17242439E+00,1.73662479E+01,3.64035217E-01,6.16223036E-01,1.97325716E-02
4.56351053E+00,-1.67694351E-04,-8.73875990E-05,0.999613944026,0.99979880286009,3.76162908E+00,5776.02520887703,7.19315120E+00,2.17422076E+00,1.73676087E+01,3.62051560E-01,6.18201101E-01,1.97382963E-02
4.58731836E+00,7.06990099E-04,2.76568661E-04,1.00162923061928,1.00063702569075,3.76166578E+00,5776.51333177734,7.19360122E+00,2.17602113E+00,1.73689727E+01,3.60068162E-01,6.20178908E-01,1.97440210E-02
4.61109786E+00,1.58197682E-03,6.40774830E-04,1.0036492787055,1.00147652756653,3.76170242E+00,5777.00069780596,7.19405211E+00,2.17782541E+00,1.73703398E+01,3.58085024E-01,6.22156453E-01,1.97497457E-02
4.63484907E+00,2.45750449E-03,1.00536597E-03,1.00567465339715,1.00231762223954,3.76173901E+00,5777.48743979592,7.19450405E+00,2.17963373E+00,1.73717104E+01,3.56102154E-01,6.24133730E-01,1.97554704E-02
4.65857196E+00,3.33358943E-03,1.37043398E-03,1.00770540836405,1.0031605248133,3.76177549E+00,5777.97275932609,7.19495694E+00,2.18144628E+00,1.73730845E+01,3.54119556E-01,6.26110733E-01,1.97611948E-02
4.68226657E+00,4.21016197E-03,1.73602833E-03,1.00974139770359,1.00400535302514,3.76181184E+00,5778.45638992333,7.19541079E+00,2.18326296E+00,1.73744620E+01,3.52137232E-01,6.28087461E-01,1.97669191E-02
4.70593295E+00,5.08720939E-03,2.10192168E-03,1.01178260693379,1.00485158453591,3.76184815E+00,5778.93952874163,7.19586558E+00,2.18508381E+00,1.73758430E+01,3.50155187E-01,6.30063911E-01,1.97726430E-02
4.72957112E+00,5.96490672E-03,2.46787747E-03,1.01382945967017,1.00569867389035,3.76188460E+00,5779.42457102141,7.19632139E+00,2.18690873E+00,1.73772275E+01,3.48173422E-01,6.32040079E-01,1.97783666E-02
4.75318111E+00,6.84303076E-03,2.83491237E-03,1.01588145136275,1.00654897835268,3.76192061E+00,5779.9037981722,7.19677818E+00,2.18873786E+00,1.73786155E+01,3.46191943E-01,6.34015960E-01,1.97840898E-02
