#
# Solar evolution from Bahcall, Pinsonneault, & Basu 2001, ApJ, 555, 990
# Numbers from M. Pinsonneaults (private copy)
#
# extracted from m1000b.dat and converted into an ascii table with the
# subset of information on energy production.
#
# ageGyr = age in Gyr
# Lsun = luminosity in Lsun
# fraction of total energy generation from...
#   ppI = pp I cycle
#   ppII = pp II cycle
#   ppIII = pp III cycle
#   CNO = CNO cycle
#   3Alpha = triple-alpha process (3x 4He -> 12C)
#   HeC = 4He+12C -> 16O
#   KH = Kelvin-Helmholtz
#   ppTotal = total pp (I+II+III)
#   HHe = 
#
ageGyr         Lsun             ppI   ppII  ppIII  CNO  3Alpha HeC  KH  ppTotal  HHe
6.68259901E-04 3.0993641264828 0.0467729524780006 3.42524994378356e-22 0 7.67124798175338e-23 0 0 0.953227045752991 0.0467729524780006 0.0467729524780006
6.72334196E-04 3.08346450888611 0.0409454273386817 3.75329255992661e-22 0 8.44810719401154e-23 0 0 0.959054573671185 0.0409454273386817 0.0409454273386817
6.76591819E-04 3.06697931551202 0.0354109293958081 4.12830241011463e-22 0 9.34123293727434e-23 0 0 0.964589071415407 0.0354109293958081 0.0354109293958081
6.81081454E-04 3.0496810910059 0.0301708336558073 4.56251823872199e-22 0 1.03814883114737e-22 0 0 0.969829166309468 0.0301708336558073 0.0301708336558073
6.85864751E-04 3.0314353941493 0.0252310035528447 5.072681881883e-22 0 1.16113396867815e-22 0 0 0.974768997453511 0.0252310035528447 0.0252310035528447
6.91029665E-04 3.01196296853371 0.0205991794547874 5.68372794713808e-22 0 1.30942098598244e-22 0 0 0.979400819604395 0.0205991794547874 0.0205991794547874
6.96696354E-04 2.99081019920441 0.0162932861847812 6.43323973053129e-22 0 1.49261842867445e-22 0 0 0.98370671291098 0.0162932861847812 0.0162932861847812
7.03036581E-04 2.96750933633635 0.0123428791786785 7.38026129583764e-22 0 1.72592093554225e-22 0 0 0.987657118416494 0.0123428791786785 0.0123428791786785
7.10318421E-04 2.94118135371331 0.00879070485312215 8.62602395053568e-22 0 2.03553604147579e-22 0 0 0.991209296332349 0.00879070485312215 0.00879070485312215
7.18962516E-04 2.91057944526743 0.00570661090423316 1.03536293602978e-21 0 2.46928644111951e-22 0 0 0.994293388797741 0.00570661090423316 0.00570661090423316
7.29683547E-04 2.87360829083237 0.00319179024826076 1.29310650719332e-21 0 3.12429153571221e-22 0 0 0.996808211174214 0.00319179024826076 0.00319179024826076
7.43084836E-04 2.82894871266191 0.00143375755164662 1.69621234860947e-21 0 4.16391161397763e-22 0 0 0.99856624383335 0.00143375755164662 0.00143375755164662
7.59836447E-04 2.77544006961341 0.000466136986405981 2.35744267067217e-21 0 5.90000136529011e-22 0 0 0.999533865051682 0.000466136986405981 0.000466136986405981
7.80775961E-04 2.71196026461489 9.30015370397823e-05 3.50475099654519e-21 0 8.97799765641385e-22 0 0 0.999906999148112 9.30015370397823e-05 9.30015370397823e-05
8.06950354E-04 2.63748253812994 9.88084403337045e-08 5.62998548249286e-21 0 1.48289917125787e-21 0 0 0.999999902130179 9.88084403337101e-08 9.88084403337116e-08
8.39668345E-04 2.55116273785789 1.21244845109223e-07 9.87239583984664e-21 0 2.6874000777217e-21 0 0 0.99999987932644 1.21244845109232e-07 1.21244845109235e-07
8.80565833E-04 2.45248427825843 1.54221638178487e-07 1.90821490334825e-20 0 5.39891061377266e-21 0 0 0.999999845765198 1.54221638178506e-07 1.54221638178512e-07
9.26367749E-04 2.3521502877367 1.98516530357124e-07 3.80488728830827e-20 0 1.12088788022848e-20 0 0 0.999999801145064 1.98516530357162e-07 1.98516530357173e-07
9.74748361E-04 2.25600265803602 2.5488880917392e-07 7.52308023199546e-20 0 2.3063431913372e-20 0 0 0.999999743778661 2.54888809173995e-07 2.54888809174018e-07
1.02589980E-03 2.16377393529071 3.2653882666586e-07 1.47622756143924e-19 0 4.70736232370389e-20 0 0 0.999999674046027 3.26538826666008e-07 3.26538826666055e-07
1.07998230E-03 2.07524830588779 4.1743066867818e-07 2.8754489393245e-19 0 9.53277472573911e-20 0 0 0.999999582754611 4.17430668678468e-07 4.17430668678563e-07
1.13711823E-03 1.99034912857536 5.32400715425479e-07 5.55782055579259e-19 0 1.91466474664559e-19 0 0 0.999999468145893 5.32400715426035e-07 5.32400715426227e-07
1.19747975E-03 1.908919775222 6.77522637036745e-07 1.06618966203716e-18 0 3.81494099151081e-19 0 0 0.999999321489559 6.77522637037811e-07 6.77522637038193e-07
1.26124432E-03 1.830808491215 8.60320206923834e-07 2.03030115811468e-18 0 7.54177652455433e-19 0 0 0.999999136329657 8.60320206925865e-07 8.60320206926619e-07
1.32859387E-03 1.75584280373801 1.09010038138107e-06 3.83820615698214e-18 0 1.47944375457178e-18 0 0 0.999998910074409 1.0901003813849e-06 1.09010038138638e-06
1.39968616E-03 1.68396973921148 1.37815340499331e-06 7.20183167049e-18 0 2.87913838776596e-18 0 0 0.999998622771287 1.37815340500052e-06 1.37815340500339e-06
1.47474886E-03 1.61501444091716 1.73864067023783e-06 1.3417086591309e-17 0 5.56068990621529e-18 0 0 0.999998259509579 1.73864067025125e-06 1.73864067025681e-06
1.55396820E-03 1.54888615227456 2.18868430389264e-06 2.48162711271928e-17 0 1.06575594828314e-17 0 0 0.999997809861908 2.18868430391746e-06 2.18868430392811e-06
