JDTDB,CalendarDate(TDB),X,Y,Z,VX,VY,VZ,LT,RG,RR,Note
2334181.500000000,A.D.1678-Sep-0200:00:00.0000,4.948404255569894E+00,1.419737492755176E-01,-1.119701064893032E-01,-3.025044944612026E-04,7.893625336365307E-03,-2.410612861995631E-05,2.859867240015883E-02,4.951706627696436E+00,-7.543414940274419E-05,
2334191.500000000,A.D.1678-Sep-1200:00:00.0000,4.944786003852814E+00,2.208811090263379E-01,-1.121977430833956E-01,-4.212778981500456E-04,7.888484594590016E-03,-2.138820205339809E-05,2.859452384580216E-02,4.950988327776223E+00,-6.833223960913781E-05,
2334201.500000000,A.D.1678-Sep-2200:00:00.0000,4.939964982179673E+00,2.997356447647424E-01,-1.123980557832681E-01,-5.416905046381385E-04,7.881581500612184E-03,-1.868024827491920E-05,2.859069931710748E-02,4.950326131160230E+00,-6.291334740386830E-05,
2334211.500000000,A.D.1678-Oct-0200:00:00.0000,4.933944094604045E+00,3.785189939581591E-01,-1.125709616932179E-01,-6.633722206809820E-04,7.874108119454017E-03,-1.593390065440298E-05,2.858721323956679E-02,4.949722535544973E+00,-5.874031735146424E-05,
2334221.500000000,A.D.1678-Oct-1200:00:00.0000,4.926721254317965E+00,4.572055989527911E-01,-1.127166153464519E-01,-7.812294249741075E-04,7.863542298465113E-03,-1.317574202259889E-05,2.858404576378642E-02,4.949174104114475E+00,-5.094969700158493E-05,
2334231.500000000,A.D.1678-Oct-2200:00:00.0000,4.918300384518531E+00,5.357852643310055E-01,-1.128346863045577E-01,-9.026860177769896E-04,7.851607433907826E-03,-1.044609301788042E-05,2.858121682531891E-02,4.948684288602660E+00,-4.682592963899260E-05,
2334241.500000000,A.D.1678-Nov-0100:00:00.0000,4.908681932061778E+00,6.142309485904944E-01,-1.129253870023296E-01,-1.021730163670738E-03,7.837783177974964E-03,-7.683515270499094E-06,2.857871561516571E-02,4.948251217489443E+00,-4.047323485832303E-05,
2334251.500000000,A.D.1678-Nov-1100:00:00.0000,4.897867322723152E+00,6.925272921763809E-01,-1.129885711190533E-01,-1.140022407122228E-03,7.821489861646004E-03,-4.929721033712515E-06,2.857654145855689E-02,4.947874773942034E+00,-3.365612628007912E-05,
2334261.500000000,A.D.1678-Nov-2100:00:00.0000,4.885861049893480E+00,7.706572818134512E-01,-1.130241489971598E-01,-1.261268177526274E-03,7.803290938878795E-03,-2.217617324598278E-06,2.857470908805999E-02,4.947557508825425E+00,-3.000822796180581E-05,
2334271.500000000,A.D.1678-Dec-0100:00:00.0000,4.872663446922267E+00,8.485950500656400E-01,-1.130323185521563E-01,-1.378763654145603E-03,7.784076375894240E-03,5.765966236891720E-07,2.857319945080815E-02,4.947296123237983E+00,-2.279785742094223E-05,
2334281.500000000,A.D.1678-Dec-1100:00:00.0000,4.858279600443642E+00,9.263298398365533E-01,-1.130128221736183E-01,-1.497772916662947E-03,7.762644151041451E-03,3.333764677721411E-06,2.857203237702226E-02,4.947094050676022E+00,-1.742587693902819E-05,
2334291.500000000,A.D.1678-Dec-2100:00:00.0000,4.842711348156731E+00,1.003836004497713E+00,-1.129658701632665E-01,-1.616197883145579E-03,7.738451801956759E-03,6.058624716876854E-06,2.857119276894927E-02,4.946948677044634E+00,-1.199278856277797E-05,
2334301.500000000,A.D.1678-Dec-3100:00:00.0000,4.825962650364727E+00,1.081097560207239E+00,-1.128913726072307E-01,-1.733073143888576E-03,7.713831501541683E-03,8.853133964309164E-06,2.857068530633959E-02,4.946860812617486E+00,-5.122701041123641E-06,
2334311.500000000,A.D.1679-Jan-1000:00:00.0000,4.808038728853512E+00,1.158097641190215E+00,-1.127892955307744E-01,-1.851342741163967E-03,7.685755072251358E-03,1.156345672964064E-05,2.857051957199184E-02,4.946832116604723E+00,-3.592226408125461E-07,
2334321.500000000,A.D.1679-Jan-2000:00:00.0000,4.788941663532217E+00,1.234811752890775E+00,-1.126598340734589E-01,-1.967983210792374E-03,7.656230111635099E-03,1.430379862295581E-05,2.857067518435781E-02,4.946859060050667E+00,5.626735969307684E-06,
2334331.500000000,A.D.1679-Jan-3000:00:00.0000,4.768679257042644E+00,1.311228422640297E+00,-1.125027926101983E-01,-2.084966379461351E-03,7.626680496422739E-03,1.709685155160125E-05,2.857117963345768E-02,4.946946402704767E+00,1.129198981463017E-05,
2334341.500000000,A.D.1679-Feb-0900:00:00.0000,4.747253607227438E+00,1.387322476134241E+00,-1.123184356372866E-01,-2.200216151564220E-03,7.592532703291827E-03,1.979966191099227E-05,2.857200689660840E-02,4.947089638879122E+00,1.740080473561512E-05,
2334351.500000000,A.D.1679-Feb-1900:00:00.0000,4.724670937389767E+00,1.463079010287497E+00,-1.121066767186892E-01,-2.315703263373150E-03,7.558211158862177E-03,2.254709534167665E-05,2.857316713277361E-02,4.947290527543764E+00,2.320391600345513E-05,
2334361.500000000,A.D.1679-Mar-0100:00:00.0000,4.700938560723364E+00,1.538480718081894E+00,-1.118675446782339E-01,-2.430988059733529E-03,7.522063734307656E-03,2.528416994242433E-05,2.857467133369935E-02,4.947550971860519E+00,2.865984151589083E-05,
2334371.500000000,A.D.1679-Mar-1100:00:00.0000,4.676058832473671E+00,1.613503936812490E+00,-1.116012780988077E-01,-2.544122246574842E-03,7.482198814743153E-03,2.796914992165842E-05,2.857648964650714E-02,4.947865802963710E+00,3.495861763885666E-05,
2334381.500000000,A.D.1679-Mar-2100:00:00.0000,4.650042428885117E+00,1.688138237146661E+00,-1.113076813414880E-01,-2.659472040246780E-03,7.443378535987935E-03,3.071087229324307E-05,2.857865993267876E-02,4.948241576365694E+00,3.948387231597799E-05,
2334391.500000000,A.D.1679-Mar-3100:00:00.0000,4.622892888704770E+00,1.762358025658539E+00,-1.109870938790341E-01,-2.771185798236100E-03,7.401227810823205E-03,3.342930246771627E-05,2.858115054538603E-02,4.948672812588028E+00,4.627662804303952E-05,
2334401.500000000,A.D.1679-Apr-1000:00:00.0000,4.594617103132478E+00,1.836149259233932E+00,-1.106394689790478E-01,-2.882865466596062E-03,7.356796743464660E-03,3.611046998067400E-05,2.858396828054170E-02,4.949160688306530E+00,5.223485052375507E-05,
2334411.500000000,A.D.1679-Apr-2000:00:00.0000,4.565225025752452E+00,1.909495779985885E+00,-1.102648363609119E-01,-2.995878880395035E-03,7.311950756792264E-03,3.880077217565148E-05,2.858713087523773E-02,4.949708274603471E+00,5.677092431970900E-05,
2334421.500000000,A.D.1679-Apr-3000:00:00.0000,4.534720041922913E+00,1.982373595034467E+00,-1.098635138661462E-01,-3.104594534123565E-03,7.263828322226953E-03,4.147902521567353E-05,2.859060138211641E-02,4.950309174242175E+00,6.395507155334323E-05,
2334431.500000000,A.D.1679-May-1000:00:00.0000,4.503114037435368E+00,2.054773561100149E+00,-1.094353248719979E-01,-3.216065279736114E-03,7.214888898593615E-03,4.412946347950440E-05,2.859441949296986E-02,4.950970259643405E+00,6.823408518494437E-05,
2334441.500000000,A.D.1679-May-2000:00:00.0000,4.470412949546322E+00,2.126671116007302E+00,-1.089806207767108E-01,-3.325212086336550E-03,7.164492447622053E-03,4.679885764797390E-05,2.859855589366704E-02,4.951686455222712E+00,7.398445220999544E-05,
2334451.500000000,A.D.1679-May-3000:00:00.0000,4.436624747643982E+00,2.198051689099894E+00,-1.084994433986531E-01,-3.431826052543431E-03,7.111980177751891E-03,4.946501843885892E-05,2.860301328644329E-02,4.952458228857640E+00,8.105241936654000E-05,
2334461.500000000,A.D.1679-Jun-0900:00:00.0000,4.401760453092959E+00,2.268900863228891E+00,-1.079918281636480E-01,-3.540734341027418E-03,7.057393378196613E-03,5.205525635159482E-05,2.860780939798576E-02,4.953288649828926E+00,8.508286477694546E-05,
2334471.500000000,A.D.1679-Jun-1900:00:00.0000,4.365825646123716E+00,2.339195430146758E+00,-1.074581175308005E-01,-3.646039599117779E-03,7.001369753612419E-03,5.468245954181685E-05,2.861290879819203E-02,4.954171583604499E+00,9.158400390170496E-05,
2334481.500000000,A.D.1679-Jun-2900:00:00.0000,4.328833353246166E+00,2.408926094493345E+00,-1.068982101829455E-01,-3.751856783142216E-03,6.944151246771783E-03,5.729175589920844E-05,2.861834917900720E-02,4.955113556342349E+00,9.700281766682444E-05,
2334491.500000000,A.D.1679-Jul-0900:00:00.0000,4.290790533291124E+00,2.478070387819739E+00,-1.063124535570709E-01,-3.857031126359974E-03,6.884175224892031E-03,5.984037616012364E-05,2.862409964384695E-02,4.956109218464735E+00,1.015708747268567E-04,
2334501.500000000,A.D.1679-Jul-1900:00:00.0000,4.251707650948277E+00,2.546613942320912E+00,-1.057009333195091E-01,-3.959648468452353E-03,6.824392958783059E-03,6.246240201812658E-05,2.863016725302751E-02,4.957159792427513E+00,1.083733945714369E-04,
2334511.500000000,A.D.1679-Jul-2900:00:00.0000,4.211596354941189E+00,2.614542629347578E+00,-1.050637528855232E-01,-4.062430051640743E-03,6.761696245439247E-03,6.499879991197276E-05,2.863656414432404E-02,4.958267379821307E+00,1.134667458928249E-04,
2334521.500000000,A.D.1679-Aug-0800:00:00.0000,4.170463256974124E+00,2.681835348395231E+00,-1.044012502608113E-01,-4.163400579302542E-03,6.696466367877723E-03,6.749701488155718E-05,2.864325460326483E-02,4.959425796877034E+00,1.186557327455776E-04,
2334531.500000000,A.D.1679-Aug-1800:00:00.0000,4.128323969791476E+00,2.748482953013198E+00,-1.037133687050908E-01,-4.264377441469101E-03,6.632293051844896E-03,7.005732655080716E-05,2.865028157372135E-02,4.960642479095541E+00,1.243280292398797E-04,
2334541.500000000,A.D.1679-Aug-2800:00:00.0000,4.085185616503943E+00,2.814463857515507E+00,-1.030005103367406E-01,-4.363259479509709E-03,6.563932822004806E-03,7.251846175879914E-05,2.865760599548852E-02,4.961910663411969E+00,1.293367472507992E-04,
2334551.500000000,A.D.1679-Sep-0700:00:00.0000,4.041060376302614E+00,2.879765472779606E+00,-1.022627601073882E-01,-4.461513201655333E-03,6.495526542324533E-03,7.500781613025220E-05,2.866523968542900E-02,4.963232395852661E+00,1.347263812996054E-04,
2334561.500000000,A.D.1679-Sep-1700:00:00.0000,3.995962036166337E+00,2.944373799829117E+00,-1.015002745358831E-01,-4.558828281584605E-03,6.426478088231199E-03,7.750085868350984E-05,2.867319578495191E-02,4.964609951782076E+00,1.404304897843896E-04,
2334571.500000000,A.D.1679-Sep-2700:00:00.0000,3.949897011442993E+00,3.008268818536065E+00,-1.007134442615217E-01,-4.653067037600240E-03,6.352920568752079E-03,7.989338579403432E-05,2.868143040004843E-02,4.966035731188176E+00,1.458126700836101E-04,
2334581.500000000,A.D.1679-Oct-0700:00:00.0000,3.902883051890604E+00,3.071443186277239E+00,-9.990220377701865E-02,-4.749245663099175E-03,6.280684816515843E-03,8.231874075622807E-05,2.868999402232105E-02,4.967518476420929E+00,1.503350932661536E-04,
2334591.500000000,A.D.1679-Oct-1700:00:00.0000,3.854928783917549E+00,3.133875702320204E+00,-9.906700877236209E-02,-4.842055515308983E-03,6.205992659267398E-03,8.471893046047436E-05,2.869884472092722E-02,4.969050927380005E+00,1.558924600810347E-04,
2334601.500000000,A.D.1679-Oct-2700:00:00.0000,3.806046613150310E+00,3.195554903854771E+00,-9.820798979517324E-02,-4.933554748397735E-03,6.129288341871112E-03,8.707794804681411E-05,2.870799034926671E-02,4.970634443839421E+00,1.610632075014805E-04,
2334611.500000000,A.D.1679-Nov-0600:00:00.0000,3.756252524712049E+00,3.256468595600975E+00,-9.732529485609188E-02,-5.025980274768376E-03,6.053027838552502E-03,8.944307621124874E-05,2.871745047452356E-02,4.972272413752072E+00,1.657067083149137E-04,
2334621.500000000,A.D.1679-Nov-1600:00:00.0000,3.705553859421373E+00,3.316596917160867E+00,-9.641938468357353E-02,-5.113384848206095E-03,5.973481494798317E-03,9.177249560753467E-05,2.872717575524911E-02,4.973956293910950E+00,1.718669512391709E-04,
2334631.500000000,A.D.1679-Nov-2600:00:00.0000,3.653968801584967E+00,3.375933984993990E+00,-9.549022252741904E-02,-5.202475146609467E-03,5.893175839400276E-03,9.405199090962140E-05,2.873721531828755E-02,4.975694590365451E+00,1.761180590143987E-04,
2334641.500000000,A.D.1679-Dec-0600:00:00.0000,3.601507890243329E+00,3.434460602145774E+00,-9.453825190625821E-02,-5.290048630671571E-03,5.811691391838378E-03,9.631685977475644E-05,2.874753223012447E-02,4.977480908275787E+00,1.805667611738150E-04,
2334651.500000000,A.D.1679-Dec-1600:00:00.0000,3.548184533435104E+00,3.492165269679948E+00,-9.356367911619738E-02,-5.374197924771082E-03,5.729021392571505E-03,9.859441027612095E-05,2.875812972730242E-02,4.979315808031929E+00,1.865354117198007E-04,
2334661.500000000,A.D.1679-Dec-2600:00:00.0000,3.494015235188284E+00,3.549037701186589E+00,-9.256666407260636E-02,-5.459762925844860E-03,5.645067134419948E-03,1.007988372734486E-04,2.876902711048646E-02,4.981202631440440E+00,1.904621635487439E-04,
2334671.500000000,A.D.1680-Jan-0500:00:00.0000,3.439009084595329E+00,3.605059576998737E+00,-9.154767448415348E-02,-5.541537151248907E-03,5.559547487603338E-03,1.030037346705410E-04,2.878017860807894E-02,4.983133453394859E+00,1.957951889005113E-04,
2334681.500000000,A.D.1680-Jan-1500:00:00.0000,3.383185079209329E+00,3.660225012997458E+00,-9.050674868840362E-02,-5.622522719396260E-03,5.473566493803674E-03,1.051958094806775E-04,2.879162789467814E-02,4.985115835917458E+00,2.011847109409844E-04,
2334691.500000000,A.D.1680-Jan-2500:00:00.0000,3.326553986095915E+00,3.714517340083155E+00,-8.944432249332618E-02,-5.703169793571969E-03,5.384552927143875E-03,1.072793349672170E-04,2.880333898915275E-02,4.987143549068479E+00,2.044291424175143E-04,
2334701.500000000,A.D.1680-Feb-0400:00:00.0000,3.269131280777942E+00,3.767926148800481E+00,-8.836061916931766E-02,-5.781221616919833E-03,5.296366162064210E-03,1.094286214146044E-04,2.881531894270327E-02,4.989217813725438E+00,2.098675554027657E-04,
2334711.500000000,A.D.1680-Feb-1400:00:00.0000,3.210934002305255E+00,3.820441566345124E+00,-8.725586281850925E-02,-5.858518826380098E-03,5.206844501693466E-03,1.115267247613275E-04,2.882758117569667E-02,4.991340953552846E+00,2.146510347358570E-04,
2334721.500000000,A.D.1680-Feb-2400:00:00.0000,3.151971525861418E+00,3.872047722918752E+00,-8.613051531175450E-02,-5.933527614204894E-03,5.114358447951140E-03,1.135445618869579E-04,2.884008218068776E-02,4.993505435470088E+00,2.184738270870347E-04,
2334731.500000000,A.D.1680-Mar-0500:00:00.0000,3.092264965465622E+00,3.922739397412477E+00,-8.498464439003360E-02,-6.007738570080304E-03,5.023729589620667E-03,1.156238256987314E-04,2.885286727563660E-02,4.995719106038710E+00,2.240790980727434E-04,
2334741.500000000,A.D.1680-Mar-1500:00:00.0000,3.031824864286323E+00,3.972500944090862E+00,-8.381873735561525E-02,-6.079674136569089E-03,4.929135767364387E-03,1.175805084298038E-04,2.886589463707432E-02,4.997974723749556E+00,2.278190444288563E-04,
2334751.500000000,A.D.1680-Mar-2500:00:00.0000,2.970667479554914E+00,4.021324292973884E+00,-8.263300539824267E-02,-6.150887603874767E-03,4.834317794152785E-03,1.195288436219294E-04,2.887917558252749E-02,5.000274248171614E+00,2.316354514350007E-04,
2334761.500000000,A.D.1680-Apr-0400:00:00.0000,2.908811828210148E+00,4.069200301661951E+00,-8.142770079718274E-02,-6.221093035602292E-03,4.740633246332179E-03,1.215110876185970E-04,2.889272406535396E-02,5.002620095253895E+00,2.368164758954345E-04,
2334771.500000000,A.D.1680-Apr-1400:00:00.0000,2.846266770752385E+00,4.116114213073716E+00,-8.020333767173905E-02,-6.287391112227534E-03,4.642684023103780E-03,1.233833762262362E-04,2.890649135893167E-02,5.005003828243327E+00,2.406250983202066E-04,
2334781.500000000,A.D.1680-Apr-2400:00:00.0000,2.783054642204649E+00,4.162062885616727E+00,-7.895997226141646E-02,-6.354700661559081E-03,4.546338098684857E-03,1.252713458732188E-04,2.892052687095015E-02,5.007434001816160E+00,2.449906414319913E-04,
2334791.500000000,A.D.1680-May-0400:00:00.0000,2.719187199521640E+00,4.207031533024510E+00,-7.769812481542278E-02,-6.418883416580932E-03,4.448092978891809E-03,1.271154742857149E-04,2.893478792660955E-02,5.009903227059853E+00,2.493551495565076E-04,
2334801.500000000,A.D.1680-May-1400:00:00.0000,2.654680233140537E+00,4.251013300186466E+00,-7.641805043165888E-02,-6.481091938552044E-03,4.347755843460895E-03,1.288942263641769E-04,2.894928135401511E-02,5.012412686224180E+00,2.528306210834150E-04,
2334811.500000000,A.D.1680-May-2400:00:00.0000,2.589554226816347E+00,4.294001392287139E+00,-7.511997469768224E-02,-6.544497584104218E-03,4.248908310609525E-03,1.306785133567309E-04,2.896402695895960E-02,5.014965808575854E+00,2.567655100125264E-04,
2334821.500000000,A.D.1680-Jun-0300:00:00.0000,2.523818892879001E+00,4.335981651215248E+00,-7.380445862730346E-02,-6.602758443990284E-03,4.147648068136714E-03,1.324324422378380E-04,2.897897374710284E-02,5.017553764718577E+00,2.611203326985300E-04,
2334831.500000000,A.D.1680-Jun-1300:00:00.0000,2.457496326360133E+00,4.376952159991714E+00,-7.247159627975423E-02,-6.661098277299021E-03,4.046213308716994E-03,1.341431441454997E-04,2.899416652732990E-02,5.020184313070290E+00,2.650771136308817E-04,
2334841.500000000,A.D.1680-Jun-2300:00:00.0000,2.390599436314449E+00,4.416900587413653E+00,-7.112188030148993E-02,-6.718334927305369E-03,3.943661736425255E-03,1.357994931352944E-04,2.900956953153221E-02,5.022851260574979E+00,2.684243997580479E-04,
2334851.500000000,A.D.1680-Jul-0300:00:00.0000,2.323144617711644E+00,4.455820354546599E+00,-6.975562345047571E-02,-6.771764295771639E-03,3.840254530668126E-03,1.374546605893704E-04,2.902518430170068E-02,5.025554874220092E+00,2.726282623516492E-04,
2334861.500000000,A.D.1680-Jul-1300:00:00.0000,2.255152140004915E+00,4.493706569085062E+00,-6.837306142093125E-02,-6.826318485698566E-03,3.736391076260025E-03,1.390378595945870E-04,2.904102957347268E-02,5.028298397980678E+00,2.757099576916720E-04,
2334871.500000000,A.D.1680-Jul-2300:00:00.0000,2.186632929561954E+00,4.530547271619587E+00,-6.697473442818754E-02,-6.877710553954356E-03,3.631409464795457E-03,1.406021360023278E-04,2.905706135970713E-02,5.031074215719353E+00,2.790312793409472E-04,
2334881.500000000,A.D.1680-Aug-0200:00:00.0000,2.117609677442089E+00,4.566340515627633E+00,-6.556080280851505E-02,-6.926959646923539E-03,3.527358373422971E-03,1.421889471535026E-04,2.907331602098168E-02,5.033888623074981E+00,2.839158264341297E-04,
2334891.500000000,A.D.1680-Aug-1200:00:00.0000,2.048094752090653E+00,4.601076349056192E+00,-6.413175563974624E-02,-6.975539279671782E-03,3.420277852629155E-03,1.436381580747844E-04,2.908976054348479E-02,5.036735903883285E+00,2.861341955351240E-04,
2334901.500000000,A.D.1680-Aug-2200:00:00.0000,1.978105842130621E+00,4.634749807373842E+00,-6.268790004280141E-02,-7.021626269295437E-03,3.313912069329375E-03,1.451153700945526E-04,2.910639965967956E-02,5.039616877544852E+00,2.898109991494828E-04,
2334911.500000000,A.D.1680-Sep-0100:00:00.0000,1.907663419554454E+00,4.667356429425454E+00,-6.122952356919940E-02,-7.066669009790844E-03,3.207499439493972E-03,1.465597144843234E-04,2.912324507705586E-02,5.042533571148716E+00,2.936506739793528E-04,
2334921.500000000,A.D.1680-Sep-1100:00:00.0000,1.836777943511136E+00,4.698886876288249E+00,-5.975715069900694E-02,-7.109770649169917E-03,3.098134049305440E-03,1.478952787847306E-04,2.914025855448268E-02,5.045479363448294E+00,2.952888329652568E-04,
2334931.500000000,A.D.1680-Sep-2100:00:00.0000,1.765473762015445E+00,4.729340249152595E+00,-5.827094811459910E-02,-7.151565324787979E-03,2.991943915261724E-03,1.493151311306935E-04,2.915747552261022E-02,5.048460389070501E+00,3.001546991283792E-04,
2334941.500000000,A.D.1680-Oct-0100:00:00.0000,1.693762793898937E+00,4.758707377749966E+00,-5.677145286742658E-02,-7.190530209721275E-03,2.882641796579828E-03,1.506201635140655E-04,2.917485881250671E-02,5.051470212414300E+00,3.028910905756955E-04,
2334951.500000000,A.D.1680-Oct-1100:00:00.0000,1.621662467023114E+00,4.786985642366323E+00,-5.525895855428225E-02,-7.228334587440791E-03,2.772479383012899E-03,1.518693347505337E-04,2.919241682373849E-02,5.054510287819515E+00,3.049767181484956E-04,
2334961.500000000,A.D.1680-Oct-2100:00:00.0000,1.549194710717936E+00,4.814171695471481E+00,-5.373375559187082E-02,-7.265455373810090E-03,2.664551501605196E-03,1.531542438959489E-04,2.921016040574981E-02,5.057582493809191E+00,3.091939347098668E-04,
2334971.500000000,A.D.1680-Oct-3100:00:00.0000,1.476369127174052E+00,4.840257288563175E+00,-5.219640823878273E-02,-7.298869534694548E-03,2.552792885583506E-03,1.543199973209902E-04,2.922804943722112E-02,5.060679883592188E+00,3.106882499842868E-04,
2334981.500000000,A.D.1680-Nov-1000:00:00.0000,1.403210436154596E+00,4.865243680669558E+00,-5.064706318525364E-02,-7.332753866436838E-03,2.443358281108501E-03,1.555067696441511E-04,2.924612121422428E-02,5.063808914783173E+00,3.140443786903489E-04,
2334991.500000000,A.D.1680-Nov-2000:00:00.0000,1.329731593717455E+00,4.889122777010455E+00,-4.908626734330010E-02,-7.363692877343161E-03,2.333281372164369E-03,1.566636322626837E-04,2.926433943418835E-02,5.066963301786828E+00,3.174039178227849E-04,
2335001.500000000,A.D.1680-Nov-3000:00:00.0000,1.255948982448619E+00,4.911892815431238E+00,-4.751436093475848E-02,-7.391644688832985E-03,2.220998604631355E-03,1.577374770076315E-04,2.928270751366073E-02,5.070143636160003E+00,3.191790577002670E-04,
2335011.500000000,A.D.1680-Dec-1000:00:00.0000,1.181885012583673E+00,4.933552864659600E+00,-4.593159942380662E-02,-7.420873732751761E-03,2.110520469193475E-03,1.587943596035232E-04,2.930124046459303E-02,5.073352517141547E+00,3.221639295236370E-04,
2335021.500000000,A.D.1680-Dec-2000:00:00.0000,1.107549870918500E+00,4.954095665127582E+00,-4.433856306930620E-02,-7.445875839042334E-03,1.998234379281228E-03,1.598073505561949E-04,2.931989904680083E-02,5.076583150504140E+00,3.241707610845534E-04,
2335031.500000000,A.D.1680-Dec-3000:00:00.0000,1.032967487260971E+00,4.973523411684966E+00,-4.273543392839932E-02,-7.470069566365909E-03,1.886692986111707E-03,1.607983047515140E-04,2.933871407064518E-02,5.079840870896425E+00,3.268411362329252E-04,
2335041.500000000,A.D.1681-Jan-0900:00:00.0000,9.581513537721277E-01,4.991830601151005E+00,-4.112271621838740E-02,-7.493581084176606E-03,1.774814668733804E-03,1.617315666192929E-04,2.935765780313697E-02,5.083120876500198E+00,3.291164057830285E-04,
2335051.500000000,A.D.1681-Jan-1900:00:00.0000,8.831182020991907E-01,5.009015759539014E+00,-3.950079080733495E-02,-7.512749725558760E-03,1.662609562921407E-03,1.626645108123801E-04,2.937672815139842E-02,5.086422804944897E+00,3.316606110140031E-04,
2335061.500000000,A.D.1681-Jan-2900:00:00.0000,8.078894818272387E-01,5.025079373380383E+00,-3.786993003839694E-02,-7.532298589782041E-03,1.550343036625663E-03,1.635198323136455E-04,2.939593716099570E-02,5.089748741855651E+00,3.338356394220323E-04,
2335071.500000000,A.D.1681-Feb-0800:00:00.0000,7.324758132388793E-01,5.040016740426890E+00,-3.623067021181658E-02,-7.549871820599323E-03,1.436778705275992E-03,1.643106394212455E-04,2.941525533931758E-02,5.093093580745130E+00,3.348332626549596E-04,
2335081.500000000,A.D.1681-Feb-1800:00:00.0000,6.569014865171225E-01,5.053830073054497E+00,-3.458323807408591E-02,-7.564958955112671E-03,1.325483434629566E-03,1.651539422490039E-04,2.943470350379731E-02,5.096460926040160E+00,3.382001210489961E-04,
2335091.500000000,A.D.1681-Feb-2800:00:00.0000,5.811789526060916E-01,5.066515908135758E+00,-3.292813265105161E-02,-7.579361955057796E-03,1.211982084445326E-03,1.658685517881740E-04,2.945425828499927E-02,5.099846731448397E+00,3.392453181798956E-04,
2335101.500000000,A.D.1681-Mar-1000:00:00.0000,5.053256134554717E-01,5.078074557911094E+00,-3.126571120602332E-02,-7.591224865100802E-03,1.099377836120747E-03,1.665956746363264E-04,2.947392081349181E-02,5.103251192721687E+00,3.412478553932406E-04,
2335111.500000000,A.D.1681-Mar-2000:00:00.0000,4.293628661496546E-01,5.088506610414594E+00,-2.959629072814720E-02,-7.601310796412856E-03,9.878447031609341E-04,1.673118044818120E-04,2.949369415902326E-02,5.106674841370473E+00,3.442517798481636E-04,
2335121.500000000,A.D.1681-Mar-3000:00:00.0000,3.533000459633791E-01,5.097809749103699E+00,-2.792038966918182E-02,-7.609955326258720E-03,8.728287601782203E-04,1.678723761087170E-04,2.951355686556107E-02,5.110113962397876E+00,3.436773322778138E-04,
2335131.500000000,A.D.1681-Apr-0900:00:00.0000,2.771624425505191E-01,5.105987541284501E+00,-2.623821564123316E-02,-7.617594170936086E-03,7.616899507723101E-04,1.685156326539569E-04,2.953352749016464E-02,5.113571768859135E+00,3.468117634490442E-04,
2335141.500000000,A.D.1681-Apr-1900:00:00.0000,2.009620425780956E-01,5.113037100305736E+00,-2.455029998889850E-02,-7.622617240046863E-03,6.489552981635807E-04,1.690772916245070E-04,2.955358004267167E-02,5.117043760697146E+00,3.482723562102284E-04,
2335151.500000000,A.D.1681-Apr-2900:00:00.0000,1.247152699728442E-01,5.118960800055906E+00,-2.285698543077260E-02,-7.626077720820646E-03,5.353073128612648E-04,1.695691814640397E-04,2.957371969332993E-02,5.120530833112558E+00,3.486460733483419E-04,
2335161.500000000,A.D.1681-May-0900:00:00.0000,4.844451627821462E-02,5.123760339534439E+00,-2.115857603959484E-02,-7.628627537135137E-03,4.248964116996252E-04,1.701093930492455E-04,2.959394674127619E-02,5.124033037899300E+00,3.520474840625777E-04,
2335171.500000000,A.D.1681-May-1900:00:00.0000,-2.784201633299882E-02,5.127434146973957E+00,-1.945562309741944E-02,-7.627662854852603E-03,3.107605764480656E-04,1.705120712127488E-04,2.961423966267076E-02,5.127546648320048E+00,3.515241518085468E-04,
2335181.500000000,A.D.1681-May-2900:00:00.0000,-1.041196335077315E-01,5.129987792798696E+00,-1.774830958137855E-02,-7.627075731513431E-03,1.988806021974871E-04,1.709139046756927E-04,2.963461772203539E-02,5.131074999923350E+00,3.530156855110412E-04,
2335191.500000000,A.D.1681-Jun-0800:00:00.0000,-1.803755189759935E-01,5.131419704586567E+00,-1.603714713996853E-02,-7.624604839078357E-03,8.770484772336641E-05,1.713018348533537E-04,2.965505715449948E-02,5.134613977949416E+00,3.549624672326521E-04,
2335201.500000000,A.D.1681-Jun-1800:00:00.0000,-2.565944740309931E-01,5.131732719998557E+00,-1.432251870528074E-02,-7.618642617949022E-03,-2.504586970181194E-05,1.716229669959805E-04,2.967555884168702E-02,5.138163735046704E+00,3.549740543956205E-04,
2335211.500000000,A.D.1681-Jun-2800:00:00.0000,-3.327543815664432E-01,5.130930615981564E+00,-1.260469409514658E-02,-7.613452988062001E-03,-1.354395617704928E-04,1.719319714346522E-04,2.969612551401792E-02,5.141724743972770E+00,3.571392456921899E-04,
2335221.500000000,A.D.1681-Jul-0800:00:00.0000,-4.088467057197035E-01,5.129012852978200E+00,-1.088421975471301E-02,-7.604744908373904E-03,-2.473633528330333E-04,1.721783001390570E-04,2.971673790637488E-02,5.145293669075954E+00,3.573306363804563E-04,
2335231.500000000,A.D.1681-Jul-1800:00:00.0000,-4.848480769668993E-01,5.125985446262667E+00,-9.161314527445874E-03,-7.594566799228135E-03,-3.583395240013501E-04,1.724000125432405E-04,2.973740771270922E-02,5.148872535101161E+00,3.580955830313906E-04,
