JDTDB,TDB,X,Y,Z,VX,VY,VZ,LT,RG,RR
2332227.5,1673-Apr-27,-7.519135663064869E-01,-6.686163020895834E-01,-5.357023507990693E-04,1.116743736884615E-02,-1.289350995384165E-02,-8.918500212528574E-06,5.811279527959901E-03,1.006191859235950E+00,2.224904359800019E-04
2332228.5,1673-Apr-28,-7.406380791333513E-01,-6.814123109770672E-01,-5.445419705535808E-04,1.138296760311442E-02,-1.269791625118308E-02,-8.760331386484423E-06,5.812558658045949E-03,1.006413333744841E+00,2.204481596509293E-04
2332229.5,1673-Apr-29,-7.291487790640608E-01,-6.940109615565278E-01,-5.532222058116588E-04,1.159505398221245E-02,-1.249880346772129E-02,-8.599739287374706E-06,5.813825813020046E-03,1.006632734827373E+00,2.183437003284622E-04
2332230.5,1673-Apr-30,-7.174491373090898E-01,-7.064087652632028E-01,-5.617406575437434E-04,1.180364197728463E-02,-1.229623276110171E-02,-8.436772443090960E-06,5.815080635789823E-03,1.006850000654917E+00,2.161777698635417E-04
2332231.5,1673-May-01,-7.055426790613734E-01,-7.186022950631680E-01,-5.700949753768945E-04,1.200867815340530E-02,-1.209026603185685E-02,-8.271479646672207E-06,5.816322773426891E-03,1.007065070119818E+00,2.139510980959530E-04
2332232.5,1673-May-02,-6.934329823989434E-01,-7.305881861857456E-01,-5.782828578877388E-04,1.221011017645629E-02,-1.188096590247295E-02,-8.103910015898782E-06,5.817551877266004E-03,1.007277882852559E+00,2.116644311608316E-04
2332233.5,1673-May-03,-6.811236771806852E-01,-7.423631368350837E-01,-5.863020529668362E-04,1.240788681997866E-02,-1.166839569669497E-02,-7.934113076095292E-06,5.818767602993798E-03,1.007488379237131E+00,2.093185296214696E-04
2332234.5,1673-May-04,-6.686184439353308E-01,-7.539239088812261E-01,-5.941503582701541E-04,1.260195797182144E-02,-1.145261941922415E-02,-7.762138845885191E-06,5.819969610726935E-03,1.007696500424557E+00,2.069141667184062E-04
2332235.5,1673-May-05,-6.559210127439723E-01,-7.652673285311143E-01,-6.018256217493804E-04,1.279227464042274E-02,-1.123370173589188E-02,-7.588037908401225E-06,5.821157565081054E-03,1.007902188344834E+00,2.044521269571170E-04
2332236.5,1673-May-06,-6.430351621165347E-01,-7.763902869800112E-01,-6.093257422415543E-04,1.297878896059845E-02,-1.101170795432636E-02,-7.411861455531826E-06,5.822331135232852E-03,1.008105385717685E+00,2.019332051657039E-04
2332237.5,1673-May-07,-6.299647178627368E-01,-7.872897410438238E-01,-6.166486700859385E-04,1.316145419876699E-02,-1.078670400507730E-02,-7.233661299182255E-06,5.823489994978227E-03,1.008306036062619E+00,1.993582060627887E-04
2332238.5,1673-May-08,-6.167135519581201E-01,-7.979627137727537E-01,-6.237924077359623E-04,1.334022475759008E-02,-1.055875642313327E-02,-7.053489849421732E-06,5.824633822789302E-03,1.008504083708810E+00,1.967279443030829E-04
2332239.5,1673-May-09,-6.032855814057233E-01,-8.084062950466313E-01,-6.307550103341097E-04,1.351505618004317E-02,-1.032793232975722E-02,-6.871400063394601E-06,5.825762301872950E-03,1.008699473805229E+00,1.940432449267000E-04
2332240.5,1673-May-10,-5.896847670939663E-01,-8.186176421522134E-01,-6.375345862226600E-04,1.368590515292556E-02,-1.009429941457091E-02,-6.687445369371611E-06,5.826875120232864E-03,1.008892152331389E+00,1.913049441342078E-04
2332241.5,1673-May-11,-5.759151126512949E-01,-8.285939803426570E-01,-6.441292973691634E-04,1.385272950985513E-02,-9.857925917806903E-03,-6.501679572962807E-06,5.827971970736802E-03,1.009082066108992E+00,1.885138902709163E-04
2332242.5,1673-May-12,-5.619806632980506E-01,-8.383326033792885E-01,-6.505373596946005E-04,1.401548823378950E-02,-9.618880612608427E-03,-6.314156760051040E-06,5.829052551189749E-03,1.009269162814593E+00,1.856709448684816E-04
2332243.5,1673-May-13,-5.478855046960548E-01,-8.478308740556580E-01,-6.567570433056681E-04,1.417414145914874E-02,-9.377232787339550E-03,-6.124931199777274E-06,5.830116564412965E-03,1.009453390993287E+00,1.827769836353090E-04
2332244.5,1673-May-14,-5.336337617962239E-01,-8.570862247038464E-01,-6.627866726366709E-04,1.432865047359056E-02,-9.133052227678228E-03,-5.934057269117155E-06,5.831163718328100E-03,1.009634700073276E+00,1.798328971451841E-04
2332245.5,1673-May-15,-5.192295976845303E-01,-8.660961576826888E-01,-6.686246265347867E-04,1.447897771960961E-02,-8.886409198391834E-03,-5.741589413341074E-06,5.832193726043813E-03,1.009813040380865E+00,1.768395910076770E-04
2332246.5,1673-May-16,-5.046772124263710E-01,-8.748582458476061E-01,-6.742693383261052E-04,1.462508679613483E-02,-8.637374424750490E-03,-5.547582149941440E-06,5.833206305941540E-03,1.009988363155310E+00,1.737979853701467E-04
2332247.5,1673-May-17,-4.899808419092752E-01,-8.833701330016314E-01,-6.797192959122993E-04,1.476694246029066E-02,-8.386019073507507E-03,-5.352090127051295E-06,5.834201181756057E-03,1.010160620562771E+00,1.707090136045524E-04
2332248.5,1673-May-18,-4.751447566836960E-01,-8.916295343272650E-01,-6.849730419504164E-04,1.490451062948335E-02,-8.132414733629361E-03,-5.155168226744884E-06,5.835178082646286E-03,1.010329765708569E+00,1.675736202815267E-04
2332249.5,1673-May-19,-4.601732608015401E-01,-8.996342367990804E-01,-6.900291741471715E-04,1.503775838382530E-02,-7.876633397132154E-03,-4.956871686082235E-06,5.836136743253172E-03,1.010495752647208E+00,1.643927587972938E-04
2332250.5,1673-May-20,-4.450706906521655E-01,-9.073820995773909E-01,-6.948863456683858E-04,1.516665396873548E-02,-7.618747440436087E-03,-4.757256200362022E-06,5.837076903744088E-03,1.010658536390062E+00,1.611673891752243E-04
2332251.5,1673-May-21,-4.298414137958078E-01,-9.148710543836784E-01,-6.995432656293573E-04,1.529116679742790E-02,-7.358829606574604E-03,-4.556377975921156E-06,5.837998309846311E-03,1.010818072911176E+00,1.578984765544165E-04
2332252.5,1673-May-22,-4.144898277947078E-01,-9.220991058587290E-01,-7.039986996030124E-04,1.541126745297060E-02,-7.096952988409510E-03,-4.354293713688581E-06,5.838900712874620E-03,1.010974319152036E+00,1.545869906983102E-04
2332253.5,1673-May-23,-3.990203590425020E-01,-9.290643319044612E-01,-7.082514700782517E-04,1.552692768967155E-02,-6.833191012757732E-03,-4.151060525610293E-06,5.839783869759170E-03,1.011127233026406E+00,1.512339065585707E-04
2332254.5,1673-May-24,-3.834374615926091E-01,-9.357648840102057E-01,-7.123004568092762E-04,1.563812043370105E-02,-6.567617425109066E-03,-3.946735807345554E-06,5.840647543079053E-03,1.011276773426127E+00,1.478402056125022E-04
2332255.5,1673-May-25,-3.677456159863467E-01,-9.421989875638275E-01,-7.161445970304416E-04,1.574481978303324E-02,-6.300306274517294E-03,-3.741377102222677E-06,5.841491501104680E-03,1.011422900228467E+00,1.444068774996607E-04
2332256.5,1673-May-26,-3.519493280813730E-01,-9.483649421477015E-01,-7.197828855424197E-04,1.584700100688580E-02,-6.031331898419338E-03,-3.535041980270365E-06,5.842315517849522E-03,1.011565574305070E+00,1.409349215945812E-04
2332257.5,1673-May-27,-3.360531278808652E-01,-9.542611218194098E-01,-7.232143746912308E-04,1.594464054484641E-02,-5.760768907128082E-03,-3.327787955269836E-06,5.843119373130086E-03,1.011704757532346E+00,1.374253481518886E-04
2332258.5,1673-May-28,-3.200615683636310E-01,-9.598859753766102E-01,-7.264381742960771E-04,1.603771600590194E-02,-5.488692167811506E-03,-3.119672457172125E-06,5.843902852630130E-03,1.011840412802590E+00,1.338791787295598E-04
2332259.5,1673-May-29,-3.039792243151870E-01,-9.652380266057552E-01,-7.294534515684619E-04,1.612620616750193E-02,-5.215176788120574E-03,-2.910752847364726E-06,5.844665747965783E-03,1.011972504035250E+00,1.302974459825266E-04
2332260.5,1673-May-30,-2.878106911597067E-01,-9.703158745142307E-01,-7.322594310695068E-04,1.621009097476436E-02,-4.940298099463503E-03,-2.701086476017337E-06,5.845407856747375E-03,1.012100996187643E+00,1.266811927982165E-04
2332261.5,1673-May-31,-2.715605837926766E-01,-9.751181935456755E-01,-7.348553947383897E-04,1.628935153985795E-02,-4.664131640118980E-03,-2.490730763581121E-06,5.846128982634906E-03,1.012225855264551E+00,1.230314709739139E-04
2332262.5,1673-Jun-01,-2.552335354140827E-01,-9.796437337784055E-01,-7.372406820068451E-04,1.636397014155156E-02,-4.386753138359916E-03,-2.279743289544644E-06,5.846828935385016E-03,1.012347048326358E+00,1.193493396435522E-04
2332263.5,1673-Jun-02,-2.388341963619814E-01,-9.838913211070380E-01,-7.394146899999732E-04,1.643393022488836E-02,-4.108238495758321E-03,-2.068181873117006E-06,5.847507530888702E-03,1.012464543495578E+00,1.156358636759770E-04
2332264.5,1673-Jun-03,-2.223672329463615E-01,-9.878598574075745E-01,-7.413768738081208E-04,1.649921640091599E-02,-3.828663770811130E-03,-1.856104633123801E-06,5.848164591200177E-03,1.012578309961854E+00,1.118921122430854E-04
2332265.5,1673-Jun-04,-2.058373262832797E-01,-9.915483206863067E-01,-7.431267468043818E-04,1.655981444639809E-02,-3.548105162983206E-03,-1.643570018787892E-06,5.848799944558334E-03,1.012688317985670E+00,1.081191577080972E-04
2332266.5,1673-Jun-05,-1.892491711293220E-01,-9.949557652130020E-01,-7.446638809768903E-04,1.661571130343828E-02,-3.266638997219050E-03,-1.430636807874532E-06,5.849413425402951E-03,1.012794538901164E+00,1.043180749287016E-04
2332267.5,1673-Jun-06,-1.726074747165113E-01,-9.980813216388399E-01,-7.459879072427847E-04,1.666689507895813E-02,-2.984341708936422E-03,-1.217364072872025E-06,5.850004874388180E-03,1.012896945118457E+00,1.004899410177798E-04
2332268.5,1673-Jun-07,-1.559169555878286E-01,-1.000924197099577E+00,-7.470985157147098E-04,1.671335504398212E-02,-2.701289829485817E-03,-1.003811119180744E-06,5.850574138395988E-03,1.012995510125984E+00,9.663583556139896E-05
2332269.5,1673-Jun-08,-1.391823424335635E-01,-1.003483675304390E+00,-7.479954558926619E-04,1.675508163268950E-02,-2.417559972038474E-03,-7.900374015458390E-07,5.851121070552107E-03,1.013090208493252E+00,9.275684125976658E-05
2332270.5,1673-Jun-09,-1.224083729287435E-01,-1.005759116610799E+00,-7.486785367659871E-04,1.679206644119743E-02,-2.133228817846528E-03,-5.761024268235230E-07,5.851645530246746E-03,1.013181015874433E+00,8.885404492652710E-05
2332271.5,1673-Jun-10,-1.055997925719306E-01,-1.007749958086003E+00,-7.491476268149756E-04,1.682430222603944E-02,-1.848373102792160E-03,-3.620656535273244E-07,5.852147383161884E-03,1.013267909013081E+00,8.492853874480499E-05
2332272.5,1673-Jun-11,-8.876135352570602E-02,-1.009455713554857E+00,-7.494026539162335E-04,1.685178290230255E-02,-1.563069604093842E-03,-1.479864029072367E-07,5.852626501306199E-03,1.013350865748186E+00,8.098142161998872E-05
2332273.5,1673-Jun-12,-7.189781345919694E-02,-1.010875973634559E+00,-7.494436051711581E-04,1.687450354140358E-02,-1.277395126986244E-03,6.607620363405273E-08,5.853082763057545E-03,1.013429865021526E+00,7.701380040721612E-05
2332274.5,1673-Jun-13,-5.501393439300043E-02,-1.012010405755911E+00,-7.492705266916805E-04,1.689246036855705E-02,-9.914264911381168E-04,2.800632680287201E-07,5.853516053211523E-03,1.013504886886078E+00,7.302679073007131E-05
2332275.5,1673-Jun-14,-3.811448154675921E-02,-1.012858754170749E+00,-7.488835233858591E-04,1.690565075995387E-02,-7.052405165521581E-04,4.939160842427184E-07,5.853926263032842E-03,1.013575912514910E+00,6.902151709617563E-05
2332276.5,1673-Jun-15,-2.120422218962266E-02,-1.013420839944943E+00,-7.482827588028400E-04,1.691407323994314E-02,-4.189140087533231E-04,7.075760618444262E-07,5.854313290304739E-03,1.013642924209737E+00,6.499911207745026E-05
2332277.5,1673-Jun-16,-4.287924493420169E-03,-1.013696560936220E+00,-7.474684550662687E-04,1.691772747839744E-02,-1.325237433166092E-04,9.209846241544068E-07,5.854677039371032E-03,1.013705905408207E+00,6.096071461966525E-05
2332278.5,1673-Jun-17,1.262964361169129E-02,-1.013685891756295E+00,-7.464408929109455E-04,1.691661428845899E-02,1.538535500206981E-04,1.134083112949068E-06,5.855017421166551E-03,1.013764840689160E+00,5.690746777314634E-05
2332279.5,1673-Jun-18,2.954371557959606E-02,-1.013388883717107E+00,-7.452004117909511E-04,1.691073562482284E-02,4.401412031339290E-04,1.346812747139694E-06,5.855334353234187E-03,1.013819715775593E+00,5.284051645544854E-05
2332280.5,1673-Jun-19,4.644952738909414E-02,-1.012805664761577E+00,-7.437474099906587E-04,1.690009458242803E-02,7.262626246304505E-04,1.559114660288637E-06,5.855627759730696E-03,1.013870517535656E+00,4.876100587983841E-05
2332281.5,1673-Jun-20,6.334231868356248E-02,-1.011936439379712E+00,-7.420823446585519E-04,1.688469539529148E-02,1.012141314000772E-03,1.770930015191013E-06,5.855897571426340E-03,1.013917233982590E+00,4.467008101892844E-05
2332282.5,1673-Jun-21,8.021733390940168E-02,-1.010781488511064E+00,-7.402057316972568E-04,1.686454343520066E-02,1.297700874790761E-03,1.982200171870863E-06,5.856143725704509E-03,1.013959854274665E+00,4.056888711977905E-05
2332283.5,1673-Jun-22,9.706982345300783E-02,-1.009341169434407E+00,-7.381181454726863E-04,1.683964521004214E-02,1.582865027038134E-03,2.192866873556783E-06,5.856366166566754E-03,1.013998368716050E+00,3.645857098820286E-05
2332284.5,1673-Jun-23,1.138950447758374E-01,-1.007615915645194E+00,-7.358202183444379E-04,1.681000836164998E-02,1.867557619351474E-03,2.402872415355612E-06,5.856564844646395E-03,1.014032768759169E+00,3.234028259989460E-05
2332285.5,1673-Jun-24,1.306882635470767E-01,-1.005606236720956E+00,-7.333126400458828E-04,1.677564166317558E-02,2.151702641006749E-03,2.612159770810591E-06,5.856739717231297E-03,1.014063047008647E+00,2.821517659843288E-05
2332286.5,1673-Jun-25,1.474447547734782E-01,-1.003312718174468E+00,-7.305961569644967E-04,1.673655501607167E-02,2.435224234325974E-03,2.820672667174443E-06,5.856890748294185E-03,1.014089197226553E+00,2.408441336893108E-05
2332287.5,1673-Jun-26,1.641598039260404E-01,-1.000736021294353E+00,-7.276715713704453E-04,1.669275944681467E-02,2.718046707466938E-03,3.028355612468320E-06,5.857017908527542E-03,1.014111214338449E+00,1.994915953659508E-05
2332288.5,1673-Jun-27,1.808287080633091E-01,-9.978768829726412E-01,-7.245397406415334E-04,1.664426710342255E-02,3.000094547724417E-03,3.235153874118060E-06,5.857121175379488E-03,1.014129094439596E+00,1.581058778063137E-05
2332289.5,1673-Jun-28,1.974467769511294E-01,-9.947361155187598E-01,-7.212015765332768E-04,1.659109125190513E-02,3.281292435324725E-03,3.441013422663863E-06,5.857200533086507E-03,1.014142834800628E+00,1.166987600199216E-05
2332290.5,1673-Jun-29,2.140093341789033E-01,-9.913146064595690E-01,-7.176580445053522E-04,1.653324627277340E-02,3.561565257580705E-03,3.645880862401651E-06,5.857255972700192E-03,1.014152433872175E+00,7.528206019779212E-06
2332291.5,1673-Jun-30,2.305117182723525E-01,-9.876133183250352E-01,-7.139101631315683E-04,1.647074765759616E-02,3.840838123401569E-03,3.849703348667435E-06,5.857287492104925E-03,1.014157891287930E+00,3.386761832700662E-06
2332292.5,1673-Jul-01,2.469492838029228E-01,-9.836332884193099E-01,-7.099590035867349E-04,1.640361200572220E-02,4.119036377956434E-03,4.052428512434656E-06,5.857295096025010E-03,1.014159207865880E+00,-7.532722930575112E-07
2332293.5,1673-Jul-02,2.633174024939971E-01,-9.793756285771154E-01,-7.058056892033073E-04,1.633185702117289E-02,4.396085617387190E-03,4.254004398541282E-06,5.857278796020595E-03,1.014156385607603E+00,-4.890713759432046E-06
2332294.5,1673-Jul-03,2.796114643240884E-01,-9.748415249054373E-01,-7.014513950801253E-04,1.625550150971562E-02,4.671911703448753E-03,4.454379424951846E-06,5.857238610472749E-03,1.014149427695682E+00,-9.024383429358920E-06
2332295.5,1673-Jul-04,2.958268786271993E-01,-9.700322375106729E-01,-6.968973477194416E-04,1.617456537611769E-02,4.946440777953359E-03,4.653502365243765E-06,5.857174564559003E-03,1.014138338489472E+00,-1.315310711651594E-05
2332296.5,1673-Jul-05,3.119590751905138E-01,-9.649491002114615E-01,-6.921448246711712E-04,1.608906962155382E-02,5.219599276935133E-03,4.851322353799582E-06,5.857086690221417E-03,1.014123123519569E+00,-1.727571666454919E-05
2332297.5,1673-Jul-06,3.280035053495584E-01,-9.595935202375229E-01,-6.871951541604567E-04,1.599903634112817E-02,5.491313944474252E-03,5.047788910616817E-06,5.856975026129785E-03,1.014103789481441E+00,-2.139105054483848E-05
2332298.5,1673-Jul-07,3.439556430809218E-01,-9.539669779148554E-01,-6.820497146842556E-04,1.590448872146119E-02,5.761511846139244E-03,5.242851979856078E-06,5.856839617642873E-03,1.014080344228713E+00,-2.549795393579648E-05
2332299.5,1673-Jul-08,3.598109860925670E-01,-9.480710263376935E-01,-6.767099345649961E-04,1.580545103827337E-02,6.030120382031407E-03,5.436461973152578E-06,5.856680516770693E-03,1.014052796766642E+00,-2.959527829019579E-05
2332300.5,1673-Jul-09,3.755650569116880E-01,-9.419072910276112E-01,-6.711772914640914E-04,1.570194865387387E-02,6.297067299453626E-03,5.628569805710206E-06,5.856497782140629E-03,1.014021157246243E+00,-3.368188045638744E-05
2332301.5,1673-Jul-10,3.912134039699585E-01,-9.354774695801155E-01,-6.654533118683599E-04,1.559400801443342E-02,6.562280705281506E-03,5.819126910949790E-06,5.856291478969572E-03,1.013985436959470E+00,-3.775662149736794E-05
2332302.5,1673-Jul-11,4.067516026858877E-01,-9.287833312989560E-01,-6.595395705793351E-04,1.548165664690066E-02,6.825689078188577E-03,6.008085219049678E-06,5.856061679043225E-03,1.013945648335634E+00,-4.181836544292403E-05
2332303.5,1673-Jul-12,4.221752565438551E-01,-9.218267168181894E-01,-6.534376902468497E-04,1.536492315542417E-02,7.087221280968041E-03,6.195397087565547E-06,5.855808460702037E-03,1.013901804938963E+00,-4.586597830321143E-05
2332304.5,1673-Jul-13,4.374799981692798E-01,-9.146095377117299E-01,-6.471493409977968E-04,1.524383721719165E-02,7.346806573296312E-03,6.381015180217070E-06,5.855531908831126E-03,1.013853921466858E+00,-4.989832774608283E-05
2332305.5,1673-Jul-14,4.526614903993497E-01,-9.071337760897741E-01,-6.406762402067822E-04,1.511842957773888E-02,7.604374625257246E-03,6.564892311506669E-06,5.855232114849308E-03,1.013802013747999E+00,-5.391428373911804E-05
2332306.5,1673-Jul-15,4.677154273488855E-01,-8.994014841812582E-01,-6.340201524243066E-04,1.498873204594998E-02,7.859855531764087E-03,6.746981290188985E-06,5.854909176691576E-03,1.013746098739302E+00,-5.791272018168836E-05
2332307.5,1673-Jul-16,4.826375354711937E-01,-8.914147839014566E-01,-6.271828894451471E-04,1.485477748911937E-02,8.113179827829286E-03,6.927234807239621E-06,5.854563198779784E-03,1.013686194520851E+00,-6.189251726897282E-05
2332308.5,1673-Jul-17,4.974235746141700E-01,-8.831758664040751E-01,-6.201663104488537E-04,1.471659982842193E-02,8.364278504176242E-03,7.105605403736295E-06,5.854194291979185E-03,1.013622320288371E+00,-6.585256389087089E-05
2332309.5,1673-Jul-18,5.120693390721635E-01,-8.746869916177834E-01,-6.129723221288423E-04,1.457423403498749E-02,8.613083022688598E-03,7.282045527983236E-06,5.853802573542594E-03,1.013554496343555E+00,-6.979175943490478E-05
2332310.5,1673-Jul-19,5.265706586342119E-01,-8.659504877675736E-01,-6.056028787246669E-04,1.442771612653788E-02,8.859525331243472E-03,7.456507663546471E-06,5.853388167047020E-03,1.013482744083101E+00,-7.370901454375934E-05
2332311.5,1673-Jul-20,5.409233996290871E-01,-8.569687508816892E-01,-5.980599819097121E-04,1.427708316431413E-02,9.103537877732715E-03,7.628944486799514E-06,5.852951202329175E-03,1.013407085987538E+00,-7.760325076719902E-05
2332312.5,1673-Jul-21,5.551234659672818E-01,-8.477442442848987E-01,-5.903456805210056E-04,1.412237324998607E-02,9.345053623392623E-03,7.799309015646563E-06,5.852491815425564E-03,1.013327545610857E+00,-8.147339939087340E-05
2332313.5,1673-Jul-22,5.691668001797890E-01,-8.382794980786761E-01,-5.824620701580967E-04,1.396362552229231E-02,9.584006055702790E-03,7.967554722868489E-06,5.852010148520748E-03,1.013244147571552E+00,-8.531839984586762E-05
2332314.5,1673-Jul-23,5.830493844533170E-01,-8.285771086085825E-01,-5.744112926906933E-04,1.380088015325217E-02,9.820329201138542E-03,8.133635601855314E-06,5.851506349905051E-03,1.013156917545295E+00,-8.913719808287183E-05
2332315.5,1673-Jul-24,5.967672416614700E-01,-8.186397379188611E-01,-5.661955357254098E-04,1.363417834388465E-02,1.005395763801830E-02,8.297506185043234E-06,5.850980573941044E-03,1.013065882259138E+00,-9.292874520170751E-05
2332316.5,1673-Jul-25,6.103164363914040E-01,-8.084701131940666E-01,-5.578170320740590E-04,1.346356231943907E-02,1.028482650961503E-02,8.459121523679655E-06,5.850432981036748E-03,1.012971069486869E+00,-9.669199651263928E-05
2332317.5,1673-Jul-26,6.236930759654828E-01,-7.980710261874060E-01,-5.492780592564085E-04,1.328907532417916E-02,1.051287153762854E-02,8.618437141044289E-06,5.849863737622812E-03,1.012872508045061E+00,-1.004259111070580E-04
2332318.5,1673-Jul-27,6.368933114575193E-01,-7.874453326354098E-01,-5.405809390582697E-04,1.311076161577306E-02,1.073802903605883E-02,8.775408971085594E-06,5.849273016130659E-03,1.012770227789289E+00,-1.041294519460927E-04
2332319.5,1673-Jul-28,6.499133387032304E-01,-7.765959516585246E-01,-5.317280371531849E-04,1.292866645934681E-02,1.096023592548764E-02,8.929993293925567E-06,5.848660994968699E-03,1.012664259610013E+00,-1.078015864323246E-04
2332320.5,1673-Jul-29,6.627493993046154E-01,-7.655258651472229E-01,-5.227217627845298E-04,1.274283612129414E-02,1.117942974776122E-02,9.082146683525937E-06,5.848027858494045E-03,1.012554635427676E+00,-1.114412873836946E-04
2332321.5,1673-Jul-30,6.753977816280592E-01,-7.542381171332492E-01,-5.135645684882034E-04,1.255331786291762E-02,1.139554868101449E-02,9.231825976184345E-06,5.847373796977708E-03,1.012441388186683E+00,-1.150475342869437E-04
2332322.5,1673-Jul-31,6.878548217960074E-01,-7.427358131457070E-01,-5.042589498377308E-04,1.236015993394911E-02,1.160853155496464E-02,9.378988261962191E-06,5.846699006562052E-03,1.012324551848033E+00,-1.186193147119734E-04
2332323.5,1673-Aug-01,7.001169046721591E-01,-7.310221195517413E-01,-4.948074451793060E-04,1.216341156610300E-02,1.181831786640536E-02,9.523590913704639E-06,5.846003689210036E-03,1.012204161380526E+00,-1.221556256964443E-04
2332324.5,1673-Aug-02,7.121804648402421E-01,-7.191002628816751E-01,-4.852126353222599E-04,1.196312296665031E-02,1.202484779478457E-02,9.665591643484323E-06,5.845288052646880E-03,1.012080252750670E+00,-1.256554749816266E-04
2332325.5,1673-Aug-03,7.240419875763934E-01,-7.069735291385644E-01,-4.754771431602499E-04,1.175934531210076E-02,1.222806221777749E-02,9.804948587124797E-06,5.844552310295355E-03,1.011952862911472E+00,-1.291178819441588E-04
2332326.5,1673-Aug-04,7.356980098153088E-01,-6.946452630922271E-01,-4.656036331950843E-04,1.155213074204789E-02,1.242790272674870E-02,9.941620411074942E-06,5.843796681206969E-03,1.011822029790525E+00,-1.325418780795116E-04
2332327.5,1673-Aug-05,7.471451211103012E-01,-6.821188675579029E-01,-4.555948109494817E-04,1.134153235313476E-02,1.262431164201147E-02,1.007556642606529E-05,5.843021389991756E-03,1.011687792277852E+00,-1.359265069847328E-04
2332328.5,1673-Aug-06,7.583799645873737E-01,-6.693978026597875E-01,-4.454534222677732E-04,1.112760419311480E-02,1.281723202781197E-02,1.020674669467291E-05,5.842226666749736E-03,1.011550190214034E+00,-1.392708238053011E-04
2332329.5,1673-Aug-07,7.693992378933753E-01,-6.564855850797436E-01,-4.351822525187876E-04,1.091040125493462E-02,1.300660770698257E-02,1.033512211704770E-05,5.841412747007044E-03,1.011409264379160E+00,-1.425738941730680E-04
2332330.5,1673-Aug-08,7.801996941381888E-01,-6.433857872915338E-01,-4.247841257309548E-04,1.068997947068569E-02,1.319238327524937E-02,1.046065447705736E-05,5.840579871659402E-03,1.011265056483029E+00,-1.458347927677356E-04
2332331.5,1673-Aug-09,7.907781428307128E-01,-6.301020367808964E-01,-4.142619037080845E-04,1.046639570519507E-02,1.337450411525486E-02,1.058330643392852E-05,5.839728286924380E-03,1.011117609156892E+00,-1.490526017615283E-04
2332332.5,1673-Aug-10,8.011314508081393E-01,-6.166380152516783E-01,-4.036184851829958E-04,1.023970774898155E-02,1.355291641045870E-02,1.070304145416288E-05,5.838858244302088E-03,1.010966965946645E+00,-1.522264095202090E-04
2332333.5,1673-Aug-11,8.112565431577613E-01,-6.029974578180197E-01,-3.928568050660991E-04,1.000997431032113E-02,1.372756715918345E-02,1.081982369361863E-05,5.837970000541628E-03,1.010813171307015E+00,-1.553553099856765E-04
2332334.5,1673-Aug-12,8.211504041303308E-01,-5.891841521822863E-01,-3.819798338256088E-04,9.777255006272500E-03,1.389840418913539E-02,1.093361785758871E-05,5.837063817608212E-03,1.010656270595873E+00,-1.584384031018098E-04
2332335.5,1673-Aug-13,8.308100780439387E-01,-5.752019377981106E-01,-3.709905770017799E-04,9.541610352731576E-03,1.406537617269393E-02,1.104438908110126E-05,5.836139962644437E-03,1.010496310067526E+00,-1.614747964082332E-04
2332336.5,1673-Aug-14,8.402326701776208E-01,-5.610547050177158E-01,-3.598920748112148E-04,9.303101753937816E-03,1.422843264304886E-02,1.115210287480782E-05,5.835198707919630E-03,1.010333336863946E+00,-1.644636074606303E-04
2332337.5,1673-Aug-15,8.494153476544378E-01,-5.467463942227594E-01,-3.486874017618528E-04,9.061791491941208E-03,1.438752401098299E-02,1.125672515664776E-05,5.834240330764475E-03,1.010167399003454E+00,-1.674039664555854E-04
2332338.5,1673-Aug-16,8.583553403141239E-01,-5.322809949382036E-01,-3.373796661986329E-04,8.817742716407652E-03,1.454260158194180E-02,1.135822235834200E-05,5.833265113491129E-03,1.009998545366882E+00,-1.702950184469713E-04
2332339.5,1673-Aug-17,8.670499415758829E-01,-5.176625449291798E-01,-3.259720097154322E-04,8.571019435060665E-03,1.469361757292473E-02,1.145656157649742E-05,5.832273343303403E-03,1.009826825682032E+00,-1.731359245695841E-04
2332340.5,1673-Aug-18,8.754965092918666E-01,-5.028951292811626E-01,-3.144676064131598E-04,8.321686504580874E-03,1.484052512894884E-02,1.155171072354197E-05,5.831265312202831E-03,1.009652290507399E+00,-1.759258622499024E-04
2332341.5,1673-Aug-19,8.836924665916830E-01,-4.879828794639398E-01,-3.028696620207404E-04,8.069809621720637E-03,1.498327833898224E-02,1.164363864723650E-05,5.830241316896064E-03,1.009474991216148E+00,-1.786640245641362E-04
2332342.5,1673-Aug-20,8.916353027179964E-01,-4.729299723798954E-01,-2.911814129198508E-04,7.815455314319585E-03,1.512183225141010E-02,1.173231520190008E-05,5.829201658707686E-03,1.009294979981015E+00,-1.813496190836436E-04
2332343.5,1673-Aug-21,8.993225738529805E-01,-4.577406293970001E-01,-2.794061251238625E-04,7.558690931958477E-03,1.525614288918093E-02,1.181771126948880E-05,5.828146643500273E-03,1.009112309760462E+00,-1.839818665586878E-04
2332344.5,1673-Aug-22,9.067519039351715E-01,-4.424191153667527E-01,-2.675470932579044E-04,7.299584636087015E-03,1.538616726477567E-02,1.189979873778857E-05,5.827076581601904E-03,1.008927034286130E+00,-1.865599997019181E-04
2332345.5,1673-Aug-23,9.139209854661452E-01,-4.269697376271921E-01,-2.556076395776729E-04,7.038205389531147E-03,1.551186339511952E-02,1.197855044716821E-05,5.825991787739934E-03,1.008739208051372E+00,-1.890832622507512E-04
